Species,Genome composition
Unyawovirus DUPPII,dsDNA
Warsawvirus 3MF5,dsDNA
Aegirvirus SCBP42,dsDNA
Anchaingvirus anchaing,dsDNA
Aqualcavirus P14,dsDNA
Ashivirus S45C4,dsDNA
Atuphduovirus atuph02,dsDNA
Atuphduovirus atuph03,dsDNA
Ayakvirus Ap1,dsDNA
Ayaqvirus S45C18,dsDNA
Banchanvirus SS1201,dsDNA
Bifseptvirus andromeda,dsDNA
Bifseptvirus Bf7,dsDNA
Bonnellvirus J865,dsDNA
Bonnellvirus lidtsur,dsDNA
Cheungvirus NATL1A7,dsDNA
Chosvirus KM23C739,dsDNA
Cuernavacavirus RHEph02,dsDNA
Cuernavacavirus RHEph08,dsDNA
Cuernavacavirus RHEph09,dsDNA
Cyclitvirus cyclit,dsDNA
Ermolevavirus PGT2,dsDNA
Ermolevavirus PhiKT,dsDNA
Foturvirus H44,dsDNA
Foussvirus S46C10,dsDNA
Fussvirus S30C28,dsDNA
Gajwadongvirus ECBP5,dsDNA
Gajwadongvirus PP99,dsDNA
Gyeongsanvirus DURPI,dsDNA
Gyeongsanvirus RsoP1EGY,dsDNA
Igirivirus STIP37,dsDNA
Jalkavirus S08C159,dsDNA
Jiaoyazivirus RSB3,dsDNA
Kafavirus SWcelC56,dsDNA
Kajamvirus SRIP1,dsDNA
Kakivirus PS3,dsDNA
Kalppathivirus P26059B,dsDNA
Kelmasvirus RSB2,dsDNA
Kembevirus SCBP2,dsDNA
Krakvirus S39C11,dsDNA
Lauvirus lau218,dsDNA
Limelightvirus limelight,dsDNA
Lingvirus PGSP1,dsDNA
Lirvirus SCBP3,dsDNA
Lullwatervirus lullwater,dsDNA
Maculvirus KF1,dsDNA
Maculvirus KF2,dsDNA
Maculvirus OWB,dsDNA
Maculvirus VP93,dsDNA
Napahaivirus VSW3,dsDNA
Nohivirus S31C1,dsDNA
Oinezvirus S37C6,dsDNA
Paadamvirus RHEph01,dsDNA
Pagavirus S05C849,dsDNA
Pairvirus Lo5R7ANS,dsDNA
Pedosvirus S28C3,dsDNA
Pekhitvirus S04C24,dsDNA
Pelagivirus HTVC019P,dsDNA
Pelagivirus S35C6,dsDNA
Percyvirus percy,dsDNA
Piedvirus IMEDE1,dsDNA
Podivirus S05C243,dsDNA
Pollyceevirus pollyC,dsDNA
Poseidonvirus SCBP4,dsDNA
Powvirus S08C41,dsDNA
Pradovirus f20,dsDNA
Pradovirus f30,dsDNA
Pradovirus prado,dsDNA
Pradovirus XAJ24,dsDNA
Pradovirus Xc10,dsDNA
Qadamvirus SB28,dsDNA
Scottvirus scott,dsDNA
Sednavirus SRIP2,dsDNA
Serkorvirus ITL1,dsDNA
Sieqvirus S42C7,dsDNA
Stompelvirus RPSC1,dsDNA
Stopalavirus S38C3,dsDNA
Stopavirus HTVC011P,dsDNA
Stupnyavirus KM16C193,dsDNA
Tangaroavirus NATL2A133,dsDNA
Tangaroavirus PSSP10,dsDNA
Tangaroavirus tv951510a,dsDNA
Tawavirus JSF7,dsDNA
Tiamatvirus PSSP7,dsDNA
Tiilvirus P60,dsDNA
Tritonvirus PSSP2,dsDNA
Tritonvirus PSSP3,dsDNA
Voetvirus syn5,dsDNA
Votkovvirus S28C10,dsDNA
Waewaevirus limezero,dsDNA
Wuhanvirus PHB01,dsDNA
Wuhanvirus PHB02,dsDNA
Youngvirus G1,dsDNA
Burkholderia virus AH2,dsDNA
Broinstvirus pCB2051A,dsDNA
Cenphatecvirus saba,dsDNA
Chivirus BSPM4,dsDNA
Chivirus chi,dsDNA
Chivirus cv118970sal1,dsDNA
Chivirus cv35,dsDNA
Chivirus cv37,dsDNA
Chivirus ER24,dsDNA
Chivirus FSLSP030,dsDNA
Chivirus FSLSP088,dsDNA
Chivirus iEPS5,dsDNA
Chivirus KFSSE1,dsDNA
Chivirus KpYy141,dsDNA
Chivirus SeWh1,dsDNA
Chivirus siskin,dsDNA
Chivirus SPN19,dsDNA
Chivirus ST101,dsDNA
Chivirus YSD1,dsDNA
Salmonella virus BP12C,dsDNA
Dunedinvirus JS26,dsDNA
Enchivirus Enc34,dsDNA
Fengtaivirus Axp2,dsDNA
Gediminasvirus AchV4,dsDNA
Gwanakrovirus SNUABM08,dsDNA
Jacunavirus JC01,dsDNA
Kokobelvirus kokobel1,dsDNA
Lavrentieva E21,dsDNA
Lavrentieva PM87,dsDNA
Lavrentieva pPM01,dsDNA
Maxdohrnvirus SS2019XI,dsDNA
Burkholderia virus BcepNazgul,dsDNA
Newforgelanevirus MA12,dsDNA
Phobosvirus phobos,dsDNA
Phobosvirus PspYZU01,dsDNA
Redjacvirus piberecoleta,dsDNA
Redjacvirus redjac,dsDNA
Redjacvirus stilesk,dsDNA
Salvovirus bacata,dsDNA
Salvovirus salvo,dsDNA
Xylella virus Sano,dsDNA
Seodaemunguvirus YMC16-01N133,dsDNA
Sessunavirus SESS1,dsDNA
Sharonstreetvirus A18P4,dsDNA
Sharonstreetvirus BUCT551,dsDNA
Sharonstreetvirus LAh7,dsDNA
Yonseivirus N137,dsDNA
Yonseivirus seifer,dsDNA
Yonseivirus soft,dsDNA
Zhonglingvirus SAP012,dsDNA
Carltongylesvirus flopper,dsDNA
Carltongylesvirus GJ1,dsDNA
Carltongylesvirus mangalitsa,dsDNA
Carltongylesvirus ST32,dsDNA
Faunusvirus faunus,dsDNA
Loessnervirus SSEM1,dsDNA
Loessnervirus Y2,dsDNA
Myducvirus myduc,dsDNA
Sabourvirus sv4HA13,dsDNA
Suwonvirus PM1,dsDNA
Suwonvirus PP101,dsDNA
Pahsextavirus pAh6C,dsDNA
Yushanvirus Spp001,dsDNA
Yushanvirus SppYZU05,dsDNA
Shantouvirus ZPAH14,dsDNA
Cetovirus ceto,dsDNA
Jesfedecavirus JSF10,dsDNA
Jesfedecavirus JSF12,dsDNA
Jesfedecavirus phi3,dsDNA
Thalassavirus achelous,dsDNA
Thalassavirus AG74,dsDNA
Thalassavirus athena,dsDNA
Thalassavirus bennett,dsDNA
Thalassavirus brizo,dsDNA
Thalassavirus chester,dsDNA
Thalassavirus cody,dsDNA
Thalassavirus gary,dsDNA
Thalassavirus pontus,dsDNA
Thalassavirus quinn,dsDNA
Thalassavirus river4,dsDNA
Thalassavirus thalassa,dsDNA
Vipunavirus pVp1,dsDNA
Epseptimavirus 100268sal2,dsDNA
Epseptimavirus 118970sal2,dsDNA
Epseptimavirus atrejo,dsDNA
Epseptimavirus bastian,dsDNA
Epseptimavirus bombadil,dsDNA
Epseptimavirus EPS7,dsDNA
Epseptimavirus ev119,dsDNA
Epseptimavirus ev123,dsDNA
Epseptimavirus ev129,dsDNA
Epseptimavirus ev23,dsDNA
Epseptimavirus ev329,dsDNA
Epseptimavirus faergetype,dsDNA
Epseptimavirus fuchur,dsDNA
Epseptimavirus LVR16A,dsDNA
Epseptimavirus mar003J3,dsDNA
Epseptimavirus oselot,dsDNA
Epseptimavirus OSYSTA,dsDNA
Epseptimavirus R201,dsDNA
Epseptimavirus RN29,dsDNA
Epseptimavirus rokbiter,dsDNA
Epseptimavirus S113,dsDNA
Epseptimavirus S114,dsDNA
Epseptimavirus S116,dsDNA
Epseptimavirus S124,dsDNA
Epseptimavirus S126,dsDNA
Epseptimavirus S132,dsDNA
Epseptimavirus S133,dsDNA
Epseptimavirus S147,dsDNA
Epseptimavirus saus132,dsDNA
Epseptimavirus SB13,dsDNA
Epseptimavirus SE24,dsDNA
Epseptimavirus seafire,dsDNA
Epseptimavirus sepoy,dsDNA
Epseptimavirus SH9,dsDNA
Epseptimavirus STG2,dsDNA
Epseptimavirus stitch,dsDNA
Epseptimavirus Sw2,dsDNA
Tequintavirus AKFV33,dsDNA
Tequintavirus APCEc03,dsDNA
Tequintavirus BF23,dsDNA
Tequintavirus chee24,dsDNA
Tequintavirus DT5712,dsDNA
Tequintavirus DT57C,dsDNA
Tequintavirus FFH1,dsDNA
Tequintavirus fp01,dsDNA
Tequintavirus gostya9,dsDNA
Tequintavirus H8,dsDNA
Tequintavirus HdH2,dsDNA
Tequintavirus L6jm,dsDNA
Tequintavirus LLS,dsDNA
Tequintavirus mar004NP2,dsDNA
Tequintavirus NBEco001,dsDNA
Tequintavirus NBEco002,dsDNA
Tequintavirus NBSal003,dsDNA
Tequintavirus NBSal005,dsDNA
Tequintavirus NR01,dsDNA
Tequintavirus oldekolle,dsDNA
Tequintavirus OSYSP,dsDNA
Tequintavirus S131,dsDNA
Tequintavirus SE11,dsDNA
Tequintavirus shivani,dsDNA
Tequintavirus SHSML45,dsDNA
Tequintavirus slur09,dsDNA
Tequintavirus SP01,dsDNA
Tequintavirus SP15,dsDNA
Tequintavirus SP3,dsDNA
Tequintavirus SPC35,dsDNA
Tequintavirus SSP1,dsDNA
Tequintavirus T5,dsDNA
Tequintavirus Th1,dsDNA
Tequintavirus VEc33,dsDNA
Tequintavirus VSe12,dsDNA
Hongcheonvirus DUPPV,dsDNA
Myunavirus My1,dsDNA
Novosibvirus PM135,dsDNA
Novosibvirus stubb,dsDNA
Pogseptimavirus PG07,dsDNA
Pogseptimavirus VspSw1,dsDNA
Priunavirus PR1,dsDNA
Priunavirus PSTCR5,dsDNA
Shenzhenvirus AhSzq1,dsDNA
Shenzhenvirus AhSzw1,dsDNA
Sugarlandvirus IME260,dsDNA
Sugarlandvirus sugarland,dsDNA
Christensenvirus IME542,dsDNA
Guelphvirus ACGM12,dsDNA
Guelphvirus EC3a,dsDNA
Loudonvirus DTL,dsDNA
Rtpvirus IME253,dsDNA
Rtpvirus Rtp,dsDNA
Veterinaerplatzvirus vv12210I,dsDNA
Eastlansingvirus Sf12,dsDNA
Lindendrivevirus EB49,dsDNA
Rogunavirus AHP42,dsDNA
Rogunavirus AHS24,dsDNA
Rogunavirus AKS96,dsDNA
Rogunavirus C119,dsDNA
Rogunavirus E41c,dsDNA
Rogunavirus Jk06,dsDNA
Rogunavirus JLA23,dsDNA
Rogunavirus KP26,dsDNA
Rogunavirus rogue1,dsDNA
Wilsonroadvirus Sd1,dsDNA
Changchunvirus PHB17,dsDNA
Changchunvirus W011D,dsDNA
Hanrivervirus aalborv,dsDNA
Hanrivervirus aaroes,dsDNA
Hanrivervirus damhaus,dsDNA
Hanrivervirus egaa,dsDNA
Hanrivervirus G292,dsDNA
Hanrivervirus grams,dsDNA
Hanrivervirus haarsle,dsDNA
Hanrivervirus henu8,dsDNA
Hanrivervirus herni,dsDNA
Hanrivervirus hv2019SD1,dsDNA
Hanrivervirus PGN590,dsDNA
Hanrivervirus pSf1,dsDNA
Hanrivervirus slyngel,dsDNA
Hanrivervirus vojen,dsDNA
Henuseptimavirus henu7,dsDNA
Tlsvirus DK2017,dsDNA
Tlsvirus LL5,dsDNA
Tlsvirus PHB07,dsDNA
Tlsvirus phSE2,dsDNA
Tlsvirus sazh,dsDNA
Tlsvirus SP126,dsDNA
Tlsvirus stevie,dsDNA
Tlsvirus TLS,dsDNA
Tlsvirus tv36,dsDNA
Tlsvirus YSP2,dsDNA
Warwickvirus atuna,dsDNA
Warwickvirus JK16,dsDNA
Warwickvirus mar001J1,dsDNA
Warwickvirus SECphi27,dsDNA
Warwickvirus SLUR29,dsDNA
Warwickvirus swan01,dsDNA
Warwickvirus tiwna,dsDNA
Warwickvirus tonijn,dsDNA
Warwickvirus tonn,dsDNA
Warwickvirus tonnikala,dsDNA
Warwickvirus tunus,dsDNA
Warwickvirus wv95,dsDNA
Badaguanvirus IME347,dsDNA
Sertoctavirus SRT8,dsDNA
Tunavirus ADB2,dsDNA
Tunavirus BIFF,dsDNA
Tunavirus DELF2,dsDNA
Tunavirus IME18,dsDNA
Tunavirus ISF001,dsDNA
Tunavirus ISF002,dsDNA
Tunavirus JMPW1,dsDNA
Tunavirus JMPW2,dsDNA
Tunavirus PSf2,dsDNA
Tunavirus Sfin1,dsDNA
Tunavirus Sfin3,dsDNA
Tunavirus SH2,dsDNA
Tunavirus SH6,dsDNA
Tunavirus Shfl1,dsDNA
Tunavirus T1,dsDNA
Tunavirus tv008,dsDNA
Eclunavirus EcL1,dsDNA
Hicfunavirus HCF1,dsDNA
Jhansiroadvirus gwaliVC1,dsDNA
Kyungwonvirus CS01,dsDNA
Kyungwonvirus Esp29491,dsDNA
Nouzillyvirus ESCO41,dsDNA
Sauletekiovirus AAS23,dsDNA
Vilniusvirus NBD2,dsDNA
Webervirus alina,dsDNA
Webervirus call,dsDNA
Webervirus domnhall,dsDNA
Webervirus F20,dsDNA
Webervirus FZ10,dsDNA
Webervirus GHK3,dsDNA
Webervirus IMGroot,dsDNA
Webervirus JY917,dsDNA
Webervirus KL,dsDNA
Webervirus KLPN1,dsDNA
Webervirus KLPPOU149,dsDNA
Webervirus KOX1,dsDNA
Webervirus KP1801,dsDNA
Webervirus KP36,dsDNA
Webervirus KpCol1,dsDNA
Webervirus KpKT21phi1,dsDNA
Webervirus KpNIH2,dsDNA
Webervirus KpV522,dsDNA
Webervirus mezzogao,dsDNA
Webervirus N141,dsDNA
Webervirus NJS1,dsDNA
Webervirus PKP126,dsDNA
Webervirus segescirculi,dsDNA
Webervirus shelby,dsDNA
Webervirus sin4,dsDNA
Webervirus skenny,dsDNA
Webervirus sushi,dsDNA
Webervirus sweeny,dsDNA
Webervirus TAH8,dsDNA
Webervirus TSK1,dsDNA
Webervirus wv13,dsDNA
Webervirus wv1513,dsDNA
Ingelinevirus ingeline,dsDNA
Labanvirus laban,dsDNA
Unahavirus uv1H,dsDNA
Unahavirus uv23T,dsDNA
Unahavirus uv2A,dsDNA
Unahavirus uv6H,dsDNA
Deepoceanvirus guaymasense,dsDNA
Freyavirus danklef,dsDNA
Freyavirus freya,dsDNA
Jamesmcgillvirus jv119X,dsDNA
Jamesmcgillvirus PaMx41,dsDNA
Crifsvirus A24,dsDNA
Crifsvirus GAP52,dsDNA
Dalianvirus R1,dsDNA
Libingvirus BUCT695,dsDNA
Moazamivirus 711,dsDNA
Moazamivirus SE131,dsDNA
Privateervirus 3H1020,dsDNA
Privateervirus P59,dsDNA
Privateervirus privateer,dsDNA
Privateervirus pv009,dsDNA
Capvunavirus CpV1,dsDNA
Gregsiragusavirus CPD2,dsDNA
Gregsiragusavirus CPS1,dsDNA
Gregsiragusavirus phi24R,dsDNA
Brucesealvirus CP7R,dsDNA
Brucesealvirus CPS2,dsDNA
Brucesealvirus CPV4,dsDNA
Brucesealvirus ZP2,dsDNA
Hzauvirus LPCPA6,dsDNA
Susfortunavirus susfortuna,dsDNA
Leefvirus Leef,dsDNA
Agatevirus agate,dsDNA
Agatevirus bobb,dsDNA
Agatevirus Bp8pC,dsDNA
Agatevirus Bp8pC,dsDNA
Bastillevirus bastille,dsDNA
Bastillevirus CAM003,dsDNA
Bastillevirus evoli,dsDNA
Bastillevirus hoodyT,dsDNA
Bequatrovirus avesobmore,dsDNA
Bequatrovirus B4,dsDNA
Bequatrovirus B4,dsDNA
Bequatrovirus bigbertha,dsDNA
Bequatrovirus riley,dsDNA
Bequatrovirus spock,dsDNA
Bequatrovirus troll,dsDNA
Caeruleovirus Bc431,dsDNA
Caeruleovirus Bcp1,dsDNA
Caeruleovirus BCP82,dsDNA
Caeruleovirus BM15,dsDNA
Caeruleovirus deepblue,dsDNA
Caeruleovirus JBP901,dsDNA
Eldridgevirus eldridge,dsDNA
Goettingenvirus goe8,dsDNA
Grisebachstrassevirus goe3,dsDNA
Jeonjuvirus BSP38,dsDNA
Matervirus mater,dsDNA
Moonbeamvirus moonbeam,dsDNA
Nitunavirus grass,dsDNA
Nitunavirus NIT1,dsDNA
Nitunavirus SPG24,dsDNA
Shalavirus Shbh1,dsDNA
Siophivirus SIOphi,dsDNA
Tsarbombavirus BCP78,dsDNA
Tsarbombavirus BCP78,dsDNA
Tsarbombavirus tsarbomba,dsDNA
Wphvirus BPS10C,dsDNA
Wphvirus BPS13,dsDNA
Wphvirus hakuna,dsDNA
Wphvirus megatron,dsDNA
Wphvirus megatron,dsDNA
Wphvirus WPh,dsDNA
Kochikohdavirus ECP3,dsDNA
Kochikohdavirus EF24C,dsDNA
Kochikohdavirus EF24C,dsDNA
Kochikohdavirus EFLK1,dsDNA
Schiekvirus EFDG1,dsDNA
Schiekvirus EFP01,dsDNA
Schiekvirus EfV12,dsDNA
Pecentumvirus A511,dsDNA
Pecentumvirus AG20,dsDNA
Pecentumvirus list36,dsDNA
Pecentumvirus LMSP25,dsDNA
Pecentumvirus LMSP25,dsDNA
Pecentumvirus LMSP25,dsDNA
Pecentumvirus LMTA148,dsDNA
Pecentumvirus LMTA34,dsDNA
Pecentumvirus LP048,dsDNA
Pecentumvirus LP064,dsDNA
Pecentumvirus LP064,dsDNA
Pecentumvirus LP0832,dsDNA
Pecentumvirus LP0832,dsDNA
Pecentumvirus P100,dsDNA
Pecentumvirus WIL1,dsDNA
Okubovirus camphawk,dsDNA
Okubovirus SPO1,dsDNA
Siminovitchvirus CP51,dsDNA
Siminovitchvirus JL,dsDNA
Siminovitchvirus shanette,dsDNA
Baoshanvirus BS1,dsDNA
Baoshanvirus BS2,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G1,dsDNA
Kayvirus G15,dsDNA
Kayvirus JD7,dsDNA
Kayvirus kay,dsDNA
Kayvirus MCE2014,dsDNA
Kayvirus P108,dsDNA
Kayvirus rodi,dsDNA
Kayvirus S253,dsDNA
Kayvirus S254,dsDNA
Kayvirus SA12,dsDNA
Kayvirus Sb1,dsDNA
Sciuriunavirus SscM1,dsDNA
Sepunavirus IPLAC1C,dsDNA
Sepunavirus SEP1,dsDNA
Silviavirus remus,dsDNA
Silviavirus remus,dsDNA
Silviavirus SA11,dsDNA
Silviavirus stau2,dsDNA
Twortvirus twort,dsDNA
Elpedvirus LpeD,dsDNA
Harbinvirus bacchae,dsDNA
Harbinvirus bromius,dsDNA
Harbinvirus iacchus,dsDNA
Harbinvirus Lpa804,dsDNA
Harbinvirus semele,dsDNA
Hopescreekvirus LfeInf,dsDNA
Klumppvirus A9,dsDNA
Mooreparkvirus Lb3381,dsDNA
Salchichonvirus LP65,dsDNA
Tybeckvirus SAC12B,dsDNA
Tybeckvirus tv521B,dsDNA
Watanabevirus wv3521,dsDNA
Cuauhnahuacvirus TM30,dsDNA
Cuauhnahuacvirus Y65,dsDNA
Acionnavirus monteraybay,dsDNA
Ahtivirus sagseatwo,dsDNA
Alisovirus socal22,dsDNA
Anaposvirus socalone,dsDNA
Atlauavirus acg2014f,dsDNA
Atlauavirus caeruleum,dsDNA
Atlauavirus tusconc8,dsDNA
Bellamyvirus bellamy,dsDNA
Bristolvirus rhodeisland,dsDNA
Brizovirus rhodeisland01,dsDNA
Brizovirus rhodeisland06,dsDNA
Brizovirus syn33,dsDNA
Chalconvirus acg2014e,dsDNA
Chalconvirus acg2014i,dsDNA
Charybdisvirus scam3,dsDNA
Cymopoleiavirus swam2,dsDNA
Emcearvirus gerard,dsDNA
Galenevirus mbcm1,dsDNA
Gibbetvirus rsm4,dsDNA
Glaucusvirus ssm5,dsDNA
Greenvirus ssm4,dsDNA
Haifavirus tim68,dsDNA
Huanghaivirus snothree,dsDNA
Kanaloavirus scam9,dsDNA
Leucotheavirus sp4,dsDNA
Leucotheavirus syn30,dsDNA
Libanvirus ptim40,dsDNA
Lipsvirus ssm7,dsDNA
Lowelvirus tuscon4d,dsDNA
Macariavirus tuscon14g,dsDNA
Makaravirus thirtyfour,dsDNA
Makelovirus prm1,dsDNA
Mazuvirus scam7,dsDNA
Namakavirus smbcm6,dsDNA
Neptunevirus srim18,dsDNA
Neptunevirus srim50,dsDNA
Nereusvirus tusconc4,dsDNA
Nereusvirus tusconc61,dsDNA
Neritesvirus scam8,dsDNA
Nerrivikvirus srim2,dsDNA
Nilusvirus ssm2,dsDNA
Nodensvirus spm2,dsDNA
Ormenosvirus syn9,dsDNA
Palaemonvirus pssm7,dsDNA
Pontusvirus syn19,dsDNA
Potamoivirus cam4,dsDNA
Potamoivirus tusconj,dsDNA
Ronodorvirus pssm3,dsDNA
Ronodorvirus ssm4,dsDNA
Salacisavirus pssm2,dsDNA
Scyllavirus aitchnine,dsDNA
Sedonavirus tusconh,dsDNA
Serangoonvirus essarone,dsDNA
Shandvirus sb64,dsDNA
Shandvirus sh35,dsDNA
Shenzhenivirus sszbm1,dsDNA
Sokavirus swam1,dsDNA
Tamkungvirus ST4,dsDNA
Tefnutvirus siom18,dsDNA
Thaumasvirus stim4,dsDNA
Thetisvirus ssm1,dsDNA
Vellamovirus rhodeisland44,dsDNA
Vellamovirus syn1,dsDNA
Yellowseavirus thirtyeight,dsDNA
Yushanluvirus satich,dsDNA
Zhoulongquanvirus esscess,dsDNA
Clampvirus HHTV1,dsDNA
Abidjanvirus ZC01,dsDNA
Pseudomonas virus Ab18,dsDNA
Pseudomonas virus Ab19,dsDNA
Pseudomonas virus PaMx11,dsDNA
Bosavirus bosa,dsDNA
Epaquintavirus Epa5,dsDNA
Xooduovirus Xoosp2,dsDNA
Bordetella virus CN1,dsDNA
Bordetella virus CN2,dsDNA
Bordetella virus FP1,dsDNA
Bordetella virus MW2,dsDNA
Pseudomonas virus LKO4,dsDNA
Pseudomonas virus M6,dsDNA
Pseudomonas virus MP1412,dsDNA
Pseudomonas virus PAE1,dsDNA
Pseudomonas virus Yua,dsDNA
Keylargovirus JL001,dsDNA
Mollyvirus colly,dsDNA
Mollyvirus molly,dsDNA
Noahvirus arc,dsDNA
Bonaevitae bonaevitae,dsDNA
Efkovirus efeko,dsDNA
Paopuvirus azizam,dsDNA
Paopuvirus bri160,dsDNA
Paopuvirus kaijohn,dsDNA
Paopuvirus nobel,dsDNA
Paopuvirus noelani,dsDNA
Paopuvirus paopu,dsDNA
Paopuvirus poranda,dsDNA
Paopuvirus quaker,dsDNA
Paopuvirus Scamander,dsDNA
Bacelvirus phi46tres,dsDNA
Baltivirus phi13duo,dsDNA
Baltivirus phi18tres,dsDNA
Baltivirus phi19tres,dsDNA
Gundelvirus Gundel,dsDNA
Aptresvirus AP3,dsDNA
Aptresvirus mana,dsDNA
Aresaunavirus RSA1,dsDNA
Aresaunavirus RsoM1USA,dsDNA
Arsenicumvirus M163,dsDNA
Arsyunavirus RSY1,dsDNA
Baylorvirus bv1127AP1,dsDNA
Baylorvirus PHL101,dsDNA
Bielevirus phiO18P,dsDNA
Bracchivirus U2F1,dsDNA
Canoevirus canoe,dsDNA
Catalunyavirus C5a,dsDNA
Citexvirus BR319A,dsDNA
Citexvirus dobby,dsDNA
Citexvirus phiCTX,dsDNA
Citexvirus PS75V,dsDNA
Dagavirus ST13OXA48phi121,dsDNA
Duodecimduovirus phiE122,dsDNA
Duonihilunusvirus YenM06162,dsDNA
Duonihilunusvirus YenM20116,dsDNA
Duonihilunusvirus YenM5617,dsDNA
Eganvirus BIS20,dsDNA
Eganvirus EtG,dsDNA
Eganvirus ev186,dsDNA
Eganvirus PsP3,dsDNA
Eganvirus SEN1,dsDNA
Eganvirus SW9,dsDNA
Elveevirus 4LV2017,dsDNA
Elveevirus cartapus,dsDNA
Entnonagintavirus ENT90,dsDNA
Evevirus ev239,dsDNA
Felsduovirus Fels2,dsDNA
Felsduovirus IN60,dsDNA
Felsduovirus RE2010,dsDNA
Felsduovirus SEN8,dsDNA
Felsduovirus SopEphi,dsDNA
Felsduovirus ST437OXA245phi42,dsDNA
Finvirus FIN13,dsDNA
Firavirus YenM4218,dsDNA
Gegavirus ST15OXA48phi141,dsDNA
Gegevirus ST437OXA245phi41,dsDNA
Gemsvirus gv5004652,dsDNA
Graikaemvirus YenM324,dsDNA
Hpunavirus HP1,dsDNA
Hpunavirus HP2,dsDNA
Irrigatiovirus SI7,dsDNA
Irtavirus F108,dsDNA
Kapieceevirus ST512KPC3phi132,dsDNA
Kayeltresvirus KL3,dsDNA
Kisquattuordecimvirus FLC10,dsDNA
Kisquattuordecimvirus FLC5,dsDNA
Kisquattuordecimvirus KS14,dsDNA
Kisquinquevirus KS5,dsDNA
Longwoodvirus K139,dsDNA
Maltschvirus maltsch,dsDNA
Mersinvirus YA0848V,dsDNA
Nampongvirus ST79,dsDNA
Novemvirus T5282H,dsDNA
Peduovirus 11W,dsDNA
Peduovirus AC1,dsDNA
Peduovirus DC1,dsDNA
Peduovirus fiAA91ss,dsDNA
Peduovirus HQ103,dsDNA
Peduovirus L413C,dsDNA
Peduovirus magyaro,dsDNA
Peduovirus P2,dsDNA
Peduovirus P22H1,dsDNA
Peduovirus P22H4,dsDNA
Peduovirus P24A7b,dsDNA
Peduovirus P24B2,dsDNA
Peduovirus P24C9,dsDNA
Peduovirus P24E6b,dsDNA
Peduovirus P37,dsDNA
Peduovirus pro147,dsDNA
Peduovirus pro483,dsDNA
Peduovirus pv12474III,dsDNA
Peduovirus R18C,dsDNA
Peduovirus SIAC10,dsDNA
Peduovirus SIDE7,dsDNA
Peduovirus STYP1,dsDNA
Peduovirus Wphi,dsDNA
Peduovirus YPM22,dsDNA
Peduovirus YPM46,dsDNA
Peduovirus YPM50,dsDNA
Phitrevirus phi3,dsDNA
Piscesmortuivirus LPM4,dsDNA
Playavirus SMHB1,dsDNA
Plazymidvirus ZM36,dsDNA
Plazymidvirus ZM401,dsDNA
Plazymidvirus ZM41,dsDNA
Quadragintavirus ev015,dsDNA
Quadragintavirus ev040,dsDNA
Quadragintavirus ev129,dsDNA
Reginaelenavirus rv3LV2017,dsDNA
Reipivirus ST16OXA48phi54,dsDNA
Sanguivirus H5569V,dsDNA
Senquatrovirus SEN4,dsDNA
Seongnamvirus ESSI2,dsDNA
Simpcentumvirus Smp131,dsDNA
Stockinghallvirus FSLSP004,dsDNA
Tigrvirus BP822,dsDNA
Tigrvirus E202,dsDNA
Tigrvirus phi52237,dsDNA
Tigrvirus phiE094,dsDNA
Tresduoquattuorvirus YenM324,dsDNA
Valbvirus ValB1MD2,dsDNA
Vimunumvirus ST147VIM1phi71,dsDNA
Vulnificusvirus PV94,dsDNA
Wadgaonvirus V13P477T2,dsDNA
Wadgaonvirus wv5004651,dsDNA
Xuanwuvirus P88,dsDNA
Xuanwuvirus P884B11,dsDNA
Xuanwuvirus xv503458,dsDNA
Xuanwuvirus xv520873,dsDNA
Yongunavirus yong1,dsDNA
Yulgyerivirus E16KP0115V,dsDNA
Callevirus Calle,dsDNA
Callevirus phi38una,dsDNA
Trinifflemingvirus I19,dsDNA
Trinifflemingvirus N34,dsDNA
Trinifflemingvirus Y68,dsDNA
Emnonavirus phiM9,dsDNA
Heverleevirus OLIVR5,dsDNA
Innesvirus AF3,dsDNA
Innesvirus P10VF,dsDNA
Innesvirus P9VFCI,dsDNA
Innesvirus RL2RES,dsDNA
Innesvirus RL38J1,dsDNA
Rollinsvirus ph04,dsDNA
Flagovirus limi,dsDNA
Andhravirus andhra,dsDNA
Andhravirus besep3,dsDNA
Andhravirus sealphi,dsDNA
Andhravirus St134,dsDNA
Rosenblumvirus AGO13,dsDNA
Rosenblumvirus BP39,dsDNA
Rosenblumvirus CSA13,dsDNA
Rosenblumvirus EBHT,dsDNA
Rosenblumvirus GRCS,dsDNA
Rosenblumvirus jpl50,dsDNA
Rosenblumvirus LSA2366,dsDNA
Rosenblumvirus pabna,dsDNA
Rosenblumvirus portland,dsDNA
Rosenblumvirus PSa3,dsDNA
Rosenblumvirus rv44AHJD,dsDNA
Rosenblumvirus rv66,dsDNA
Rosenblumvirus S241,dsDNA
