Species,Genome composition
Bridgettevirus constance,dsDNA
Bridgettevirus eileen,dsDNA
Bridgettevirus judy,dsDNA
Bridgettevirus peas,dsDNA
Brigitvirus brigit,dsDNA
Britbratvirus britbrat,dsDNA
Brunovirus SEN34,dsDNA
Bruynoghevirus Ab22,dsDNA
Bruynoghevirus CHU,dsDNA
Bruynoghevirus LUZ24,dsDNA
Bruynoghevirus PAA2,dsDNA
Bruynoghevirus PaP3,dsDNA
Bruynoghevirus PaP4,dsDNA
Bruynoghevirus TL,dsDNA
Buchananvirus Sa179lw,dsDNA
Burrovirus araxxi,dsDNA
Burrovirus arete,dsDNA
Burrovirus burro,dsDNA
Busanvirus ACP17,dsDNA
Caminolopintovirus STGO351,dsDNA
Camtrevirus BtCS33,dsDNA
Camtrevirus CM3,dsDNA
Camtrevirus S3501,dsDNA
Cantarevirus cantare,dsDNA
Capnelvirus RcapNL,dsDNA
Carnodivirus cd2-like,dsDNA
Carnodivirus cd4-like,dsDNA
Carpasinavirus carpasina,dsDNA
Carpasinavirus XcP1,dsDNA
Carvajevirus carvaje,dsDNA
Casadabanvirus Ab30,dsDNA
Casadabanvirus AIIMSPaB1,dsDNA
Casadabanvirus D3112,dsDNA
Casadabanvirus DMS3,dsDNA
Casadabanvirus FET309,dsDNA
Casadabanvirus FHA0480,dsDNA
Casadabanvirus HW12,dsDNA
Casadabanvirus JBD24,dsDNA
Casadabanvirus JBD26,dsDNA
Casadabanvirus JBD30,dsDNA
Casadabanvirus JBD5,dsDNA
Casadabanvirus JBD69,dsDNA
Casadabanvirus JD024,dsDNA
Casadabanvirus LPB1,dsDNA
Casadabanvirus MP22,dsDNA
Casadabanvirus MP29,dsDNA
Casadabanvirus MP38,dsDNA
Casadabanvirus MP42,dsDNA
Casadabanvirus MP48,dsDNA
Casadabanvirus PA1KOR,dsDNA
Casadabanvirus PfII40a,dsDNA
Casadabanvirus R24,dsDNA
Casadabanvirus R960,dsDNA
Casadabanvirus spike,dsDNA
Cbastvirus ST,dsDNA
Cecivirus cv250,dsDNA
Cecivirus IEBH,dsDNA
Cedarrivervirus Sf11,dsDNA
Ceduovirus bIBB14,dsDNA
Ceduovirus bIBBA3,dsDNA
Ceduovirus bIBBAm4,dsDNA
Ceduovirus bIBBE1,dsDNA
Ceduovirus bIBBL12,dsDNA
Ceduovirus bIBBp64,dsDNA
Ceduovirus bIL67,dsDNA
Ceduovirus blBB94p4,dsDNA
Ceduovirus c2,dsDNA
Ceduovirus CHPC1020,dsDNA
Ceduovirus CHPC116,dsDNA
Ceduovirus CHPC1170,dsDNA
Ceduovirus CHPC1182,dsDNA
Ceduovirus CHPC1183,dsDNA
Ceduovirus CHPC122,dsDNA
Ceduovirus CHPC1242,dsDNA
Ceduovirus CHPC966,dsDNA
Ceduovirus CHPC967,dsDNA
Ceduovirus CHPC972,dsDNA
Ceduovirus cv05802,dsDNA
Ceduovirus cv20R03M,dsDNA
Ceduovirus cv37203,dsDNA
Ceduovirus cv50102,dsDNA
Ceduovirus cv50504,dsDNA
Ceduovirus cv5171F,dsDNA
Ceduovirus cv62402,dsDNA
Ceduovirus cv62403,dsDNA
Ceduovirus cv62606,dsDNA
Ceduovirus D4410,dsDNA
Ceduovirus D4412,dsDNA
Ceduovirus LacS15,dsDNA
Ceduovirus M5938,dsDNA
Ceduovirus PCB1,dsDNA
Ceduovirus PCS1,dsDNA
Cequinquevirus c5,dsDNA
Cequinquevirus Ld17,dsDNA
Cequinquevirus Ld25A,dsDNA
Cequinquevirus Ld3,dsDNA
Cequinquevirus Ldb,dsDNA
Cequinquevirus LLKu,dsDNA
Certevirus C23,dsDNA
Chakrabartyvirus pf16,dsDNA
Chaoshanvirus ZPAH34,dsDNA
Chenonavirus Che9c,dsDNA
Chenonavirus sbash,dsDNA
Chertseyvirus GE1,dsDNA
Chiangmaivirus RSF1,dsDNA
Chiangmaivirus RSL2,dsDNA
Chidieberevirus chidiebere,dsDNA
Chidieberevirus chisanakitsune,dsDNA
Chopinvirus KSY1,dsDNA
Cimandefvirus cimandef,dsDNA
Cimandefvirus eline,dsDNA
Cimandefvirus gamede,dsDNA
Cimandefvirus Ggerry,dsDNA
Cimandefvirus heva,dsDNA
Cimpunavirus CMP1,dsDNA
Cinunavirus CN1A,dsDNA
Clawzvirus clawz,dsDNA
Clownvirus clown,dsDNA
Coatlandelriovirus RSP,dsDNA
Cobrasixvirus cobrasix,dsDNA
Coetzeevirus ATCC8014,dsDNA
Coetzeevirus cIP1,dsDNA
Coetzeevirus JL1,dsDNA
Coeurvirus coeur,dsDNA
Colneyvirus CD27,dsDNA
Colneyvirus CD505,dsDNA
Colneyvirus CDKM15,dsDNA
Colneyvirus CDKM9,dsDNA
Colneyvirus MMP02,dsDNA
Colunavirus CL1,dsDNA
Colunavirus CL2,dsDNA
Colunavirus iLp1308,dsDNA
Coralvirus coral,dsDNA
Coralvirus kepler,dsDNA
Corndogvirus catdawg,dsDNA
Corndogvirus corndog,dsDNA
Corndogvirus firecracker,dsDNA
Corndogvirus ryadel,dsDNA
Coventryvirus SN8,dsDNA
Coventryvirus SP120,dsDNA
Coventryvirus SP197,dsDNA
Coventryvirus SP276,dsDNA
Coventryvirus SP441,dsDNA
Coventryvirus SpT152,dsDNA
Coventryvirus WIS42,dsDNA
Craquatrovirus PSTCR4,dsDNA
Craquatrovirus PSTCR7,dsDNA
Cronusvirus cronus,dsDNA
Cukevirus cuke,dsDNA
Daredevilvirus daredevil,dsDNA
Decurrovirus decurro,dsDNA
Delepquintavirus DLP5,dsDNA
Delislevirus P1,dsDNA
Demosthenesvirus demosthenes,dsDNA
Demosthenesvirus katyusha,dsDNA
Denisevirus denise,dsDNA
Derbicusvirus derbicus,dsDNA
Deseoctovirus C1,dsDNA
Deseoctovirus DS8,dsDNA
Detrevirus D3,dsDNA
Detrevirus PMG1,dsDNA
Deurplevirus deeppurple,dsDNA
Dexdertvirus dexdert,dsDNA
Dexdertvirus GTE6,dsDNA
Dexdertvirus tiamoceli,dsDNA
Dhillonvirus EK99P1,dsDNA
Dhillonvirus EP23,dsDNA
Dhillonvirus HK578,dsDNA
Dhillonvirus JL1,dsDNA
Dhillonvirus SO1,dsDNA
Dhillonvirus SSL2009a,dsDNA
Dhillonvirus YD2008s,dsDNA
Dibbivirus AAM37,dsDNA
Dibbivirus DIBBI,dsDNA
Dibbivirus PSKM,dsDNA
Dinavirus dina,dsDNA
Dismasvirus dismas,dsDNA
Donellivirus gee,dsDNA
Doucettevirus B22,dsDNA
Doucettevirus doucette,dsDNA
Doucettevirus E6,dsDNA
Doucettevirus G4,dsDNA
Dubuvirus dubu,dsDNA
Dybvigvirus Av1,dsDNA
Eagleeyevirus eagleeye,dsDNA
Edenvirus eden,dsDNA
Efquatrovirus AL2,dsDNA
Efquatrovirus AL3,dsDNA
Efquatrovirus AUEF3,dsDNA
Efquatrovirus EcZZ2,dsDNA
Efquatrovirus EF3,dsDNA
Efquatrovirus EF4,dsDNA
Efquatrovirus EfaCPT1,dsDNA
Efquatrovirus IME196,dsDNA
Efquatrovirus LY0322,dsDNA
Efquatrovirus PMBT2,dsDNA
Efquatrovirus SANTOR1,dsDNA
Efquatrovirus SHEF2,dsDNA
Efquatrovirus SHEF4,dsDNA
Efquatrovirus SHEF5,dsDNA
Eiauvirus eiAU,dsDNA
Eisenstarkvirus L7,dsDNA
Elemovirus elemoA,dsDNA
Elemovirus elemoB,dsDNA
Elemovirus elemoC,dsDNA
Elemovirus elemoD,dsDNA
Elemovirus elemoE,dsDNA
Elemovirus elemoF,dsDNA
Elerivirus eleri,dsDNA
Elmenteitavirus ev125,dsDNA
Elvirus EL,dsDNA
Emalynvirus cozz,dsDNA
Emalynvirus emalyn,dsDNA
Emalynvirus GTE2,dsDNA
Emalynvirus troje,dsDNA
Emdodecavirus M12,dsDNA
Emdodecavirus M7,dsDNA
Emdodecavirus N3,dsDNA
Emperorvirus emperor,dsDNA
Emperorvirus sallyspecial,dsDNA
Eneladusvirus BF,dsDNA
Eneladusvirus Yen904,dsDNA
Enfavirus NF,dsDNA
Enhodamvirus VC8,dsDNA
Enhodamvirus VP2,dsDNA
Enhodamvirus VP5,dsDNA
Eowynvirus eowyn,dsDNA
Eponavirus epona,dsDNA
Ericdabvirus ericdab,dsDNA
Erskinevirus asesino,dsDNA
Erskinevirus EaH2,dsDNA
Eurybiavirus MED4213,dsDNA
Eurybiavirus PHM1,dsDNA
Eurybiavirus PHM2,dsDNA
Eyrevirus eyre,dsDNA
Fairfaxidumvirus fairfaxidum,dsDNA
Fairfaxidumvirus toast,dsDNA
Fairfaxidumvirus william,dsDNA
Fajavirus faja,dsDNA
Farahnazvirus ISF9,dsDNA
Fattrevirus AT3,dsDNA
Feofaniavirus Eho49,dsDNA
Feofaniavirus Eho59,dsDNA
Fernvirus BN12,dsDNA
Fernvirus diva,dsDNA
Fernvirus eltigre,dsDNA
Fernvirus fern,dsDNA
Fernvirus Hb10c2,dsDNA
Fernvirus jacopo,dsDNA
Fernvirus kawika,dsDNA
Fernvirus leyra,dsDNA
Fernvirus likha,dsDNA
Fernvirus lucielle,dsDNA
Fernvirus P123,dsDNA
Fernvirus pagassa,dsDNA
Fernvirus PBL1c,dsDNA
Fernvirus rani,dsDNA
Fernvirus shelly,dsDNA
Fernvirus sitara,dsDNA
Fernvirus tadhana,dsDNA
Fernvirus yyerffej,dsDNA
Ferozepurvirus pAEv1810,dsDNA
Ferozepurvirus PS1,dsDNA
Fibralongavirus fv2638A,dsDNA
Fibralongavirus QT1,dsDNA
Ficleduovirus FCL2,dsDNA
Ficleduovirus FCV1,dsDNA
Finchvirus finch,dsDNA
Fipvunavirus Fpv1,dsDNA
Fipvunavirus Fpv4,dsDNA
Firingavirus firinga,dsDNA
Firingavirus RSK1,dsDNA
Flaumdravirus KIL2,dsDNA
Flaumdravirus KIL4,dsDNA
Forzavirus forza,dsDNA
Fowlmouthvirus fowlmouth,dsDNA
Foxquatrovirus fox4,dsDNA
Foxunavirus fox1,dsDNA
Foxunavirus fox2,dsDNA
Foxunavirus fox3,dsDNA
Foxunavirus fox5,dsDNA
Franklinbayvirus fv9A,dsDNA
Fremauxvirus CHPC971,dsDNA
Fremauxvirus fv1706,dsDNA
Fromanvirus alma,dsDNA
Fromanvirus astro,dsDNA
Fromanvirus bethlehem,dsDNA
Fromanvirus billknuckles,dsDNA
Fromanvirus bpbiebs31,dsDNA
Fromanvirus bruns,dsDNA
Fromanvirus Bxb1,dsDNA
Fromanvirus Che12,dsDNA
Fromanvirus D29,dsDNA
Fromanvirus doom,dsDNA
Fromanvirus euphoria,dsDNA
Fromanvirus george,dsDNA
Fromanvirus goose,dsDNA
Fromanvirus jasper,dsDNA
Fromanvirus JC27,dsDNA
Fromanvirus KBG,dsDNA
Fromanvirus kssjeb,dsDNA
Fromanvirus kugel,dsDNA
Fromanvirus L5,dsDNA
Fromanvirus lesedi,dsDNA
Fromanvirus lockley,dsDNA
Fromanvirus marcell,dsDNA
Fromanvirus mrgordo,dsDNA
Fromanvirus museum,dsDNA
Fromanvirus nepal,dsDNA
Fromanvirus packman,dsDNA
Fromanvirus perseus,dsDNA
Fromanvirus rebeuca,dsDNA
Fromanvirus redrock,dsDNA
Fromanvirus ridgecb,dsDNA
Fromanvirus saintus,dsDNA
Fromanvirus skipole,dsDNA
Fromanvirus solon,dsDNA
Fromanvirus switzer,dsDNA
Fromanvirus SWU1,dsDNA
Fromanvirus trixie,dsDNA
Fromanvirus twister,dsDNA
Fromanvirus U2,dsDNA
Fromanvirus violet,dsDNA
Fukuivirus LMM01,dsDNA
Fukuivirus MVDC,dsDNA
Gaiavirus gaia,dsDNA
Galaxyvirus abidatro,dsDNA
Galaxyvirus galaxy,dsDNA
Galunavirus GAL1,dsDNA
Gamtrevirus GMA3,dsDNA
Gervaisevirus claudettte,dsDNA
Gervaisevirus gervaise,dsDNA
Gervaisevirus GP4,dsDNA
Getseptimavirus GMA7,dsDNA
Getseptimavirus GTE7,dsDNA
Ghobesvirus ghobes,dsDNA
Gilesvirus giles,dsDNA
Gillianvirus oneinagillian,dsDNA
Gimaduovirus GMA2,dsDNA
Gladiatorvirus blinn1,dsDNA
Gladiatorvirus CloudWang3,dsDNA
Gladiatorvirus ericB,dsDNA
Gladiatorvirus gladiator,dsDNA
Gladiatorvirus hammer,dsDNA
Gladiatorvirus jeffabunny,dsDNA
Gladiatorvirus jewelbug,dsDNA
Gladiatorvirus koko,dsDNA
Gladiatorvirus priamo,dsDNA
Gladiatorvirus zaka,dsDNA
Glaedevirus gv2H10,dsDNA
Godonkavirus godonK,dsDNA
Godonkavirus phendrix,dsDNA
Gofduovirus edno5,dsDNA
Gofduovirus GF2,dsDNA
Goodmanvirus goodman,dsDNA
Gordonvirus captnmurica,dsDNA
Gordonvirus gordon,dsDNA
Gordtnkvirus gordtnk2,dsDNA
Gorganvirus isfahan,dsDNA
Gorjumvirus jumbo,dsDNA
Goslarvirus goslar,dsDNA
Grutrevirus GMA5,dsDNA
Grutrevirus GRU3,dsDNA
Gustavvirus gustav,dsDNA
Gustavvirus mahdia,dsDNA
Halcyonevirus C7Cdelta,dsDNA
Halcyonevirus halcyone,dsDNA
Halcyonevirus scottie,dsDNA
Halcyonevirus tripp,dsDNA
Halcyonevirus unity,dsDNA
Hapunavirus HAP1,dsDNA
Hapunavirus VP882,dsDNA
Harrisonburgvirus persinger,dsDNA
Hattifnattvirus hattifnatt,dsDNA
Hedwigvirus hedwig,dsDNA
Heilongjiangvirus Lb,dsDNA
Helsingorvirus Cba121,dsDNA
Helsingorvirus Cba171,dsDNA
Helsingorvirus Cba181,dsDNA
Hestiavirus hestia,dsDNA
Hiroshimavirus PPpW3,dsDNA
Hiyaavirus hiyaa,dsDNA
Hnatkovirus DS6A,dsDNA
Hollowayvirus F116,dsDNA
Hollowayvirus H66,dsDNA
Holosalinivirus M1EM1,dsDNA
Holosalinivirus M8CR302,dsDNA
Homburgvirus LP110,dsDNA
Homburgvirus LP114,dsDNA
Homburgvirus LP26,dsDNA
Homburgvirus LP37,dsDNA
Homburgvirus P70,dsDNA
Howevirus howe,dsDNA
Howevirus mcklovin,dsDNA
Hubeivirus MY192,dsDNA
Hubeivirus PfEFR4,dsDNA
Hungariovirus C1302,dsDNA
Iaduovirus iA2,dsDNA
Iapetusvirus EaH1,dsDNA
Iggyvirus iggy,dsDNA
Iggyvirus PBPA162,dsDNA
Ikedavirus phi673,dsDNA
Ikedavirus phi674,dsDNA
Ilzatvirus hamlet,dsDNA
Ilzatvirus ilzat,dsDNA
Ilzatvirus mcgalleon,dsDNA
Ilzatvirus monchoix,dsDNA
Ilzatvirus teagan,dsDNA
Immutovirus immuto,dsDNA
Incheonvirus P12002L,dsDNA
Incheonvirus P12002S,dsDNA
Indlulamithivirus indlulamithi,dsDNA
Inhavirus P12024L,dsDNA
Inhavirus P12024S,dsDNA
Iodovirus PLPE,dsDNA
Ionavirus W14,dsDNA
Isoldevirus isolde,dsDNA
Ittyvirus itty13,dsDNA
Jacevirus jace,dsDNA
Jarrellvirus BCAJ1,dsDNA
Jasminevirus adat,dsDNA
Jasminevirus jasmine,dsDNA
Jedunavirus JD001,dsDNA
Jedunavirus KpV52,dsDNA
Jedunavirus KpV80,dsDNA
Jenstvirus jenst,dsDNA
Jimmervirus jimmer,dsDNA
Jimmervirus osiris,dsDNA
Jouyvirus ev017,dsDNA
Jouyvirus ev207,dsDNA
Jouyvirus jv1H12,dsDNA
Juiceboxvirus juicebox,dsDNA
Jujuvirus azula,dsDNA
Jujuvirus blino,dsDNA
Jujuvirus frokostdame,dsDNA
Jujuvirus juju,dsDNA
Jujuvirus petra,dsDNA
Jujuvirus walrus,dsDNA
Junavirus J1,dsDNA
Junavirus LJ,dsDNA
Junavirus PL1,dsDNA
Kafunavirus KF1,dsDNA
Kairosalinivirus M31CR412,dsDNA
Kairosalinivirus SRUTV1,dsDNA
Kamchatkavirus AP45,dsDNA
Kelleziovirus kellezzio,dsDNA
Kelleziovirus kitkat,dsDNA
Kelquatrovirus KL4,dsDNA
Kenyattavirus kv136,dsDNA
Kilunavirus KL1,dsDNA
Kimonavirus kimona,dsDNA
Klausavirus ArV1,dsDNA
Klausavirus colucci,dsDNA
Klausavirus dryang,dsDNA
Klausavirus kburrousTX,dsDNA
Klausavirus lymara,dsDNA
Klausavirus princesstrina,dsDNA
Kleczkowskavirus RHEph4,dsDNA
Klementvirus CP1,dsDNA
Knuthellervirus PMBT14,dsDNA
Kochitakasuvirus KPP25,dsDNA
Kochitakasuvirus R18,dsDNA
Kojivirus golden,dsDNA
Kojivirus koji,dsDNA
Konstantinevirus konstantine,dsDNA
Korravirus bennie,dsDNA
Korravirus bigmack,dsDNA
Korravirus drrobert,dsDNA
Korravirus gisselle,dsDNA
Korravirus glenn,dsDNA
Korravirus greenhearts,dsDNA
Korravirus greenhouse,dsDNA
Korravirus hunterdalle,dsDNA
Korravirus huntingdon,dsDNA
Korravirus joann,dsDNA
Korravirus kittykat,dsDNA
Korravirus korra,dsDNA
Korravirus litotes,dsDNA
Korravirus mamapearl,dsDNA
Korravirus nubia,dsDNA
Korravirus oxynfrius,dsDNA
Korravirus preamble,dsDNA
Korravirus pumancara,dsDNA
Korravirus sergei,dsDNA
Korravirus urla,dsDNA
Korravirus wawa,dsDNA
Korravirus wayne,dsDNA
Kostyavirus bask21,dsDNA
Kostyavirus CJW1,dsDNA
Kostyavirus eureka,dsDNA
Kostyavirus kostya,dsDNA
Kostyavirus kv244,dsDNA
Kostyavirus porky,dsDNA
Kostyavirus pumpkin,dsDNA
Kostyavirus sirduracell,dsDNA
Kostyavirus toto,dsDNA
Kozyakovvirus A4L,dsDNA
Krampusvirus krampus,dsDNA
Kroosvirus ashertheman,dsDNA
Kroosvirus bizzy,dsDNA
Kroosvirus gaea,dsDNA
Kroosvirus jksyngboy,dsDNA
Kroosvirus kroos,dsDNA
Kroosvirus ribeye,dsDNA
Kroosvirus tangerine,dsDNA
Kroosvirus yorkonyx,dsDNA
Krylovvirus tf,dsDNA
Kryptosalinivirus M8CC19,dsDNA
Kryptosalinivirus M8CRM1,dsDNA
Kuleanavirus kuleana,dsDNA
Kumottavirus kumotta,dsDNA
Kumottavirus margaretkali,dsDNA
Kungbxnavirus pT24,dsDNA
Kunmingvirus kv2D05,dsDNA
Kunmingvirus kv4D05,dsDNA
Kylevirus kyle,dsDNA
Lacnuvirus LcNu,dsDNA
Lacusarxvirus lacusarx,dsDNA
Lafunavirus LF1,dsDNA
Lagaffevirus lagaffe,dsDNA
Lahexavirus LAh6,dsDNA
Lahexavirus LAh8,dsDNA
Lahexavirus LAh9,dsDNA
Lahexavirus lv44572,dsDNA
Escherichia virus DE3,dsDNA
Lambdavirus HK629,dsDNA
Lambdavirus HK630,dsDNA
Lambdavirus lambda,dsDNA
Lambdavirus lvO276,dsDNA
Lambovirus gibbin,dsDNA
Lambovirus lambo,dsDNA
Lambovirus ranch,dsDNA
Lambovirus sadboi,dsDNA
Lambovirus yikes,dsDNA
Lanavirus lana,dsDNA
Larmunavirus Lrm1,dsDNA
Laroyevirus laroye,dsDNA
Laroyevirus lisara,dsDNA
Laroyevirus salgado,dsDNA
Laroyevirus wheelbite,dsDNA
Lastavirus lasta,dsDNA
Lastavirus sopranogao,dsDNA
Latrobevirus FNU1,dsDNA
Lederbergvirus BTP1,dsDNA
Lederbergvirus HK620,dsDNA
Lederbergvirus P22,dsDNA
Lederbergvirus SE1Spa,dsDNA
Lederbergvirus Sf6,dsDNA
Lederbergvirus ST64T,dsDNA
Leicestervirus CD111,dsDNA
Leicestervirus CD146,dsDNA
Leicestervirus CD382,dsDNA
Lentavirus PMBT5,dsDNA
Leonardvirus ali17,dsDNA
Leonardvirus emoore,dsDNA
Leonardvirus leonard,dsDNA
Leonardvirus melbins,dsDNA
Lessievirus bcep22,dsDNA
Lessievirus bcepil02,dsDNA
Lessievirus bcepmigl,dsDNA
Lessievirus DC1,dsDNA
Lietduovirus LIET2,dsDNA
Lightbulbvirus Cba172,dsDNA
Lightbulbvirus Cba41,dsDNA
Lilbeanievirus lilbeanie,dsDNA
Lillamyvirus hemulen,dsDNA
Lillamyvirus lillamy,dsDNA
Lillamyvirus morran,dsDNA
Lillamyvirus sniff,dsDNA
Lillamyvirus snork,dsDNA
Lillamyvirus stinky,dsDNA
Lilyvirus lily,dsDNA
Llyrvirus SSKS1,dsDNA
Lokivirus IMEAB3,dsDNA
Lokivirus loki,dsDNA
Lomovskayavirus BT1,dsDNA
Lomovskayavirus C31,dsDNA
Rosemountvirus ZCSE2,dsDNA
Lubbockvirus CD119,dsDNA
Lubbockvirus CDHM19,dsDNA
Lucadorvirus gail,dsDNA
Lucadorvirus jeeves,dsDNA
Lucadorvirus luchador,dsDNA
Luckybarnesvirus luckybarnes,dsDNA
Luckytenvirus lucky10,dsDNA
Ludhianavirus D3,dsDNA
Ludhianavirus D6,dsDNA
Ludhianavirus LAh10,dsDNA
Lughvirus lugh,dsDNA
Lwoffvirus BMBtp2,dsDNA
Lwoffvirus TP21,dsDNA
Maaswegvirus Kp24,dsDNA
Macdonaldcampvirus SB28,dsDNA
Macdonaldcampvirus ViIIE1,dsDNA
Machinavirus machina,dsDNA
Magadivirus Mgbh1,dsDNA
Magiavirus magia,dsDNA
Majavirus maja,dsDNA
Manovirus Mano,dsDNA
Mapvirus Ff47,dsDNA
Mapvirus muddy,dsDNA
Mardecavirus MAR10,dsDNA
Mardecavirus SSP002,dsDNA
Mareflavirus ZP6,dsDNA
Marfavirus F48,dsDNA
Marfavirus marfa,dsDNA
Marienburgvirus BP4795,dsDNA
Marienburgvirus JLK2012,dsDNA
Marthavirus barretlemon,dsDNA
Marthavirus beans,dsDNA
Marthavirus brent,dsDNA
Marthavirus jawnski,dsDNA
Marthavirus martha,dsDNA
Marthavirus piccoletto,dsDNA
Marthavirus shade,dsDNA
Marthavirus zartrosa,dsDNA
Marvinvirus marvin,dsDNA
Marvinvirus mosmoris,dsDNA
Maxrubnervirus PMBT3,dsDNA
Mcgonagallvirus macgonagall,dsDNA
Meadowvirus AH04,dsDNA
Mementomorivirus mementomori,dsDNA
Menderavirus IMESM1,dsDNA
Menderavirus mendera,dsDNA
Menderavirus moby,dsDNA
Menderavirus Ps15,dsDNA
Metamorphoovirus fireman,dsDNA
Metamorphoovirus metamorphoo,dsDNA
Metamorphoovirus robsfeet,dsDNA
Metrivirus ME3,dsDNA
Miamivirus miami,dsDNA
Micavirus Mica,dsDNA
Microwolfvirus Bxz2,dsDNA
Microwolfvirus JHC117,dsDNA
Microwolfvirus microwolf,dsDNA
Microwolfvirus purplehaze,dsDNA
Microwolfvirus soildragon,dsDNA
Microwolfvirus wonder,dsDNA
Microwolfvirus zetzy,dsDNA
Midgardsormrvirus midgardsormr38,dsDNA
Mieseafarmvirus RSL1,dsDNA
Miltoncavirus PhiPA3,dsDNA
Mimasvirus CBB,dsDNA
Mimasvirus GAP32,dsDNA
Minunavirus Min1,dsDNA
Moabitevirus moabite,dsDNA
Moabitevirus mv2050HW,dsDNA
Mohonavirus ICP1,dsDNA
Mollymurvirus mollymur,dsDNA
Montyvirus adgers,dsDNA
Montyvirus beaver,dsDNA
Montyvirus birksandsocks,dsDNA
Montyvirus chelms,dsDNA
Montyvirus flakey,dsDNA
Montyvirus jellybones,dsDNA
Montyvirus john316,dsDNA
Montyvirus monty,dsDNA
Montyvirus sombrero,dsDNA
Montyvirus stevefrench,dsDNA
Moturavirus motura,dsDNA
Mudcatvirus arcadia,dsDNA
Mudcatvirus cheesy,dsDNA
Mudcatvirus circum,dsDNA
Mudcatvirus correa,dsDNA
Mudcatvirus dynamite,dsDNA
Mudcatvirus heisenberger,dsDNA
Mudcatvirus JEGGS,dsDNA
Mudcatvirus kardesai,dsDNA
Mudcatvirus keaneylin,dsDNA
Mudcatvirus mudcat,dsDNA
Mudcatvirus tribby,dsDNA
Mudcatvirus xenomorph,dsDNA
Mufasoctovirus mufasa8,dsDNA
Muldoonvirus muldoon,dsDNA
Muldoonvirus PS2,dsDNA
Muminvirus filifjonk,dsDNA
Muminvirus mumin,dsDNA
Muminvirus mymlan,dsDNA
Muminvirus snusmum,dsDNA
Muminvirus tooticki,dsDNA
Murrayvirus EC2,dsDNA
Murrayvirus lumpael,dsDNA
Mushuvirus mushu,dsDNA
Muvirus mu,dsDNA
Muvirus SfMu,dsDNA
Mycoabscvirus phiT46-1,dsDNA
Myoalterovirus PT11V22,dsDNA
Myosmarvirus MTx,dsDNA
Myosmarvirus myosmar,dsDNA
Myradeevirus MyraDee,dsDNA
Myxoctovirus Mx8,dsDNA
Naesvirus bcep1,dsDNA
Naesvirus bcep43,dsDNA
Naesvirus bcep781,dsDNA
Naesvirus bcepNY3,dsDNA
Namazuvirus POI1126,dsDNA
Nanhaivirus D5C,dsDNA
Nankokuvirus Ab03,dsDNA
Nankokuvirus G1,dsDNA
Nankokuvirus KPP10,dsDNA
Nankokuvirus PAKP3,dsDNA
Nankokuvirus PS24,dsDNA
Neferthenavirus neferthena,dsDNA
Nesevirus ev243,dsDNA
Nesevirus nv2G7b,dsDNA
Nevevirus P078,dsDNA
Nevevirus P092,dsDNA
Nevevirus P118,dsDNA
Nevevirus P162,dsDNA
Nickievirus nickie,dsDNA
Nimduovirus N1M2,dsDNA
Nonanavirus nv9NA,dsDNA
Nonanavirus SP069,dsDNA
Northamptonvirus jeon,dsDNA
Northamptonvirus taptic,dsDNA
Noxifervirus noxifer,dsDNA
Nyceiraevirus nyceirae,dsDNA
Nylescharonvirus LE3,dsDNA
Nylescharonvirus LE4,dsDNA
Obolenskvirus AB1,dsDNA
Obolenskvirus AB2,dsDNA
Obolenskvirus AbC62,dsDNA
Obolenskvirus AbP2,dsDNA
Obolenskvirus AP22,dsDNA
Obolenskvirus LZ35,dsDNA
Obolenskvirus WCHABP1,dsDNA
Obolenskvirus WCHABP12,dsDNA
Oengusvirus oengus,dsDNA
Omegavirus baka,dsDNA
Omegavirus courthouse,dsDNA
Omegavirus littlee,dsDNA
Omegavirus omega,dsDNA
Omegavirus optimus,dsDNA
Omegavirus thibault,dsDNA
Oneupvirus brutongaster,dsDNA
Oneupvirus oneup,dsDNA
Onyinyevirus onyinye,dsDNA
Orchidvirus orchid,dsDNA
Oshimavirus P2345,dsDNA
Oshimavirus P7426,dsDNA
Otagovirus Psa374,dsDNA
Otagovirus VCM,dsDNA
Paclarkvirus ARI04684,dsDNA
Paclarkvirus BHN167,dsDNA
Paclarkvirus IPP14,dsDNA
Paclarkvirus IPP39,dsDNA
Paclarkvirus IPP48,dsDNA
Paclarkvirus IPP52,dsDNA
Paclarkvirus IPP54,dsDNA
Paclarkvirus IPP55,dsDNA
Paclarkvirus IPP65,dsDNA
Paclarkvirus IPP66,dsDNA
Paclarkvirus MM1,dsDNA
Paclarkvirus SpGS-1,dsDNA
Pagevirus page,dsDNA
Pagevirus palmer,dsDNA
Pagevirus pascal,dsDNA
Pagevirus pony,dsDNA
Pagevirus pookie,dsDNA
Pahexavirus ATCC29399BC,dsDNA
Pahexavirus ATCC29399BT,dsDNA
Pahexavirus attacne,dsDNA
Pahexavirus keiki,dsDNA
Pahexavirus kubed,dsDNA
Pahexavirus lauchelly,dsDNA
Pahexavirus mrAK,dsDNA
Pahexavirus ouroboros,dsDNA
Pahexavirus P1001,dsDNA
Pahexavirus P100A,dsDNA
Pahexavirus P100D,dsDNA
Pahexavirus P101A,dsDNA
Pahexavirus P104A,dsDNA
Pahexavirus P105,dsDNA
Pahexavirus P11,dsDNA
Pahexavirus P144,dsDNA
Pahexavirus P91,dsDNA
Pahexavirus PA6,dsDNA
Pahexavirus pacnes201215,dsDNA
Pahexavirus PAD20,dsDNA
