Species,Genome composition
Erwinia phage pEa_SNUABM_33,dsDNA
Erwinia phage pEa_SNUABM_35,dsDNA
Arthrobacter phage Amigo,dsDNA
Arthrobacter phage Molivia,dsDNA
Lactobacillus phage LBR48,dsDNA
Propionibacterium phage Anatole,dsDNA
Propionibacterium phage B3,dsDNA
Arthrobacter phage Andrew,dsDNA
Bacillus phage Andromeda,dsDNA
Bacillus phage Blastoid,dsDNA
Bacillus phage Curly,dsDNA
Bacillus phage Eoghan,dsDNA
Bacillus phage Finn,dsDNA
Bacillus phage Glittering,dsDNA
Bacillus phage Riggi,dsDNA
Bacillus phage Taylor,dsDNA
Arthobacter phage Anjali,dsDNA
Arthobacter phage Mendel,dsDNA
Mycobacterium phage Anthony,dsDNA
Synechococcus phage S-CBWM1,dsDNA
Microbacterium phage Appa,dsDNA
Gordonia phage Apricot,dsDNA
Butyrivibrio phage Arawn,dsDNA
Gordonia phage Archimedes,dsDNA
Microbacterium phage Armstrong,dsDNA
Arthrobacter phage vB_ArS-ArV2,dsDNA
Lactobacillus phage A2,dsDNA
Escherichia phage 121Q,dsDNA
Escherichia phage PBECO4,dsDNA
Salmonella phage astrithr,dsDNA
Arthrobacter phage Atraxa,dsDNA
Gordonia phage Attis,dsDNA
Gordonia phage Bjanes7,dsDNA
Gordonia phage Ebert,dsDNA
Gordonia phage Lamberg,dsDNA
Gordonia phage Matteo,dsDNA
Gordonia phage Pickett,dsDNA
Gordonia phage Sahara,dsDNA
Gordonia phage Vasanti,dsDNA
Gordonia phage Yeet412,dsDNA
Streptomyces phage Attoomi,dsDNA
Lactococcus phage AM1,dsDNA
Lactococcus phage AM4,dsDNA
Lactococcus phage 949,dsDNA
Lactococcus phage phiL47,dsDNA
Lactococcus phage LW81,dsDNA
Lactococcus phage P1048,dsDNA
Lactococcus phage WRP3,dsDNA
Cyanophage S-TIM5,dsDNA
Streptomyces phage Austintatious,dsDNA
Streptomyces phage Ididsumtinwong,dsDNA
Streptomyces phage PapayaSalad,dsDNA
Stenotrophomonas phage vB_SmaS-AXL_3,dsDNA
Arthrobacter phage Abba,dsDNA
Mycobacterium phage Arturo,dsDNA
Mycobacterium phage Backyardigan,dsDNA
Mycobacterium phage BellusTerra,dsDNA
Mycobacterium phage Camperdownii,dsDNA
Mycobacterium phage Cerulean,dsDNA
Mycobacterium phage Cindaradix,dsDNA
Mycobacterium phage Cintron,dsDNA
Mycobacterium phage ICleared,dsDNA
Mycobacterium phage LeoAvram,dsDNA
Mycobacterium phage LHTSCC,dsDNA
Mycobacterium phage Miramae,dsDNA
Mycobacterium phage Mundrea,dsDNA
Mycobacterium phage Noelle,dsDNA
Mycobacterium phage Peaches,dsDNA
Mycobacterium phage Stasia,dsDNA
Mycobacterium phage Wizard007,dsDNA
Bifidobacterium phage BadAargau2,dsDNA
Bifidobacterium phage BadAztec1,dsDNA
Pseudomonas phage PaBG,dsDNA
Arthrobacter phage BaileyBlu,dsDNA
Ralstonia phage Bakoly,dsDNA
Ralstonia phage Simangalove,dsDNA
Gordonia phage Bantam,dsDNA
Barba18A,dsDNA
Barba19A,dsDNA
Barba21A,dsDNA
Barba5S,dsDNA
Barba8S,dsDNA
Mycobacterium phage Barnyard,dsDNA
Mycobacterium phage DrLupo,dsDNA
Burkholderia phage BcepF1,dsDNA
Burkholderia phage BcepMu,dsDNA
Burkholderia phage phiE255,dsDNA
Bacillus phage BceA1,dsDNA
Bacillus phage BCD7,dsDNA
Gordonia phage Beenie,dsDNA
Gordonia phage Clark,dsDNA
Gordonia phage DobbysSock,dsDNA
Gordonia phage Dolores,dsDNA
Gordonia phage Dorito,dsDNA
Gordonia phage Easley,dsDNA
Gordonia phage MichaelScott,dsDNA
Gordonia phage Samman98,dsDNA
Gordonia phage Sekhmet,dsDNA
Gordonia phage Suerte,dsDNA
Pseudomonas phage B3,dsDNA
Pseudomonas phage JBD67,dsDNA
Pseudomonas phage JD18,dsDNA
Pseudomonas phage vB_PaeS_PM105,dsDNA
Lactobacillus phage BH1,dsDNA
Gordonia phage GMA6,dsDNA
Mycobacterium phage Archetta,dsDNA
Mycobacterium phage Benedict,dsDNA
Mycobacterium phage Bluefalcon,dsDNA
Mycobacterium phage Chadwick,dsDNA
Mycobacterium phage Cuco,dsDNA
Mycobacterium phage Jovo,dsDNA
Mycobacterium phage LittleCherry,dsDNA
Mycobacterium phage Naca,dsDNA
Mycobacterium phage Scorpia,dsDNA
Mycobacterium phage Swirley,dsDNA
Mycobacterium phage Theia,dsDNA
Mycobacterium phage Tiger,dsDNA
Mycobacterium phage UnionJack,dsDNA
Mycobacterium phage Zolita,dsDNA
Mycobacterium phage Bernal13,dsDNA
Mycobacterium phage Mendokysei,dsDNA
Gordonia phage BetterKatz,dsDNA
Escherichia phage 4A7,dsDNA
Burkholderia phage BgManors32,dsDNA
Streptomyces phage Bing,dsDNA
Mycobacterium phage Bipper,dsDNA
Pseudomonas phage Bjorn,dsDNA
Shewanella phage X14,dsDNA
Streptomyces phage BRock,dsDNA
Gordonia phage Bowser,dsDNA
Kosakonia phage Kc263,dsDNA
Arthrobacter phage Bridgette,dsDNA
Arthrobacter phage Constance,dsDNA
Arthrobacter phage Eileen,dsDNA
Arthrobacter phage Judy,dsDNA
Arthrobacter phage Peas,dsDNA
Faecalibacterium phage FP_Brigit,dsDNA
Gordonia phage BritBrat,dsDNA
Salmonella phage SEN34,dsDNA
Pseudomonas phage vB_PaeP_C2-10_Ab22,dsDNA
Pseudomonas phage PhiCHU,dsDNA
Pseudomonas phage LUZ24,dsDNA
Pseudomonas phage phiIBB-PAA2,dsDNA
Pseudomonas phage PaP3,dsDNA
Pseudomonas phage PaP4,dsDNA
Pseudomonas phage TL,dsDNA
Escherichia phage vB_EcoS Sa179lw,dsDNA
Microbacterium phage Araxxi,dsDNA
Microbacterium phage Arete,dsDNA
Microbacterium phage Burro,dsDNA
Acidovorax phage ACP17,dsDNA
Salmonella phage vB_Se_STGO-35-1,dsDNA
Bacillus phage BtCS33,dsDNA
Bacillus phage phiCM3,dsDNA
Bacillus phage phIS3501,dsDNA
Brevibacterium phage Cantare,dsDNA
Rhodobacter phage RcapNL,dsDNA
Carnobacterium phage cd2,dsDNA
Carnobacterium phage cd4,dsDNA
Xanthomonas phage Carpasina,dsDNA
Xanthomonas phage XcP1,dsDNA
vB_KpnS-Carvaje,dsDNA
Pseudomonas phage vB_PaeS_PAO1_Ab30,dsDNA
Pseudomonas phage AIIMS-Pa-B1,dsDNA
Pseudomonas phage D3112,dsDNA
Pseudomonas phage DMS3,dsDNA
Pseudomonas phage F_ET309sp/Pa1651,dsDNA
Pseudomonas phage F_HA0480sp/Pa1651,dsDNA
Pseudomonas phage vB_PaeS_PAO1_HW12,dsDNA
Pseudomonas phage JBD24,dsDNA
Pseudomonas phage JBD26,dsDNA
Pseudomonas phage JBD30,dsDNA
Pseudomonas phage JBD5,dsDNA
Pseudomonas phage JBD69,dsDNA
Pseudomonas phage JD024,dsDNA
Pseudomonas phage LPB1,dsDNA
Pseudomonas phage MP22,dsDNA
Pseudomonas phage MP29,dsDNA
Pseudomonas phage MP38,dsDNA
Pseudomonas phage MP42,dsDNA
Pseudomonas phage MP48,dsDNA
Pseudomonas phage PA1/KOR/2010,dsDNA
Pseudomonas phage vB_PaeS_PcyII-40_PfII40a,dsDNA
Pseudomonas phage YMC12/01/R24,dsDNA
Pseudomonas phage YMC12/01/R960,dsDNA
Pseudomonas phage Spike,dsDNA
Cellulophaga phage phiST,dsDNA
Bacillus phage 250,dsDNA
Bacillus phage IEBH,dsDNA
Shigella phage Sf11 SMD-2017,dsDNA
Lactococcus phage vB_LLc_bIBB14,dsDNA
Lactococcus phage vB_Llc_bIBBA3,dsDNA
Lactococcus phage vB_Llc_bIBBAm4,dsDNA
Lactococcus phage vB_Llc_bIBBE1,dsDNA
Lactococcus phage vB_Llc_bIBBL12,dsDNA
Lactococcus phage vB_Llc_bIBBp6/4,dsDNA
Lactococcus phage bIL67,dsDNA
Lactococcus phage vB_Llc_bIBB94p4,dsDNA
Lactobacillus phage c2,dsDNA
Lactococcus phage CHPC1020,dsDNA
Lactococcus phage CHPC116,dsDNA
Lactococcus phage CHPC1170,dsDNA
Lactococcus phage CHPC1182,dsDNA
Lactococcus phage CHPC1183,dsDNA
Lactococcus phage CHPC122,dsDNA
Lactococcus phage CHPC1242,dsDNA
Lactococcus phage CHPC966,dsDNA
Lactococcus phage CHPC967,dsDNA
Lactococcus phage CHPC972,dsDNA
Lactococcus phage 05802,dsDNA
Lactococcus phage 20R03M,dsDNA
Lactococcus phage 37203,dsDNA
Lactococcus phage 50102,dsDNA
Lactococcus phage 50504,dsDNA
Lactococcus phage 5171F,dsDNA
Lactococcus phage 62402,dsDNA
Lactococcus phage 62403,dsDNA
Lactococcus phage 62606,dsDNA
Lactococcus phage D4410,dsDNA
Lactococcus phage D4412,dsDNA
Lactococcus phage vB_LacS_15,dsDNA
Lactococcus phage M5938,dsDNA
Lactococcus phage PC_B1,dsDNA
Lactococcus phage PC_S1,dsDNA
Lactobacillus phage c5,dsDNA
Lactobacillus phage Ld17,dsDNA
Lactobacillus phage Ld25A,dsDNA
Lactobacillus phage Ld3,dsDNA
Lactobacillus phage phiLdb,dsDNA
Lactobacillus phage LL-Ku,dsDNA
Pantoea phage PdC23,dsDNA
Pseudomonas phage pf16,dsDNA
Aeromonas phage ZPAH34,dsDNA
Mycobacterium phage Che9c,dsDNA
Mycobacterium phage Sbash,dsDNA
Lactococcus phage GE1,dsDNA
Ralstonia phage RSF1,dsDNA
Ralstonia phage RSL2,dsDNA
Gordonia phage Chidiebere,dsDNA
Gordonia phage ChisanaKitsune,dsDNA
Lactococcus phage KSY1,dsDNA
Ralstonia phage Cimandef,dsDNA
Ralstonia phage Eline,dsDNA
Ralstonia phage Gamede,dsDNA
Ralstonia phage Gerry,dsDNA
Ralstonia phage Heva,dsDNA
Clavibacter phage CMP1,dsDNA
Clavibbacter phage CN1A,dsDNA
Gordonia phage Clawz,dsDNA
Gordonia phage Clown,dsDNA
Ralstonia phage phiRSP,dsDNA
Enterobacter phage vB_EclS_CobraSix,dsDNA
Lactobacillus phage ATCC 8014-B1,dsDNA
Pediococcus phage cIP1,dsDNA
Lactobacillus phage phiJL-1,dsDNA
Gordonia phage Coeur,dsDNA
Clostridioides phage phiCD27,dsDNA
Clostridium phage phiCD505,dsDNA
Clostridium phage CDKM15,dsDNA
Clostridium phage CDKM9,dsDNA
Clostridium phage phiMMP02,dsDNA
Lactobacillus phage CL1,dsDNA
Lactobacillus phage CL2,dsDNA
Lactobacillus phage iLp1308,dsDNA
Arthrobacter phage Coral,dsDNA
Arthrobacter phage Kepler,dsDNA
Mycobacterium phage Catdawg,dsDNA
Mycobacterium phage Corndog,dsDNA
Mycobacterium phage Firecracker,dsDNA
Mycobacterium phage Ryadel,dsDNA
Staphylococcus phage SN8,dsDNA
Staphylococcus phage SP120,dsDNA
Staphylococcus phage SP197,dsDNA
Staphylococcus phage SP276,dsDNA
Staphylococcus phage phiSP44-1,dsDNA
Staphylococcus phage SpT152,dsDNA
Staphylococcus phage vB_SpsM_WIS42,dsDNA
Providencia phage PSTCR4,dsDNA
Providencia phage PSTCR7,dsDNA
Rhodobacter phage RcCronus,dsDNA
Mycobacterium phage Cuke,dsDNA
Gordonia phage DareDevil,dsDNA
Arthrobacter phage Decurro,dsDNA
Stenotrophomonas phage vB_SmaS_DLP_5,dsDNA
Mycoplasma phage P1,dsDNA
Gordonia phage Demosthenes,dsDNA
Gordonia phage Katyusha,dsDNA
Gordonia phage Denise,dsDNA
Erwinia phage Derbicus,dsDNA
Escherichia phage C1,dsDNA
Shigella phage DS8,dsDNA
Pseudomonas phage D3,dsDNA
Pseudomonas phage PMG1,dsDNA
Bacillus phage Deep-Purple,dsDNA
Gordonia phage Dexdert,dsDNA
Gordonia phage GTE6,dsDNA
Gordonia phage Tiamoceli,dsDNA
Escherichia phage EK99P-1,dsDNA
Shigella phage EP23,dsDNA
Escherichia phage HK578,dsDNA
Escherichia phage JL1,dsDNA
Sodalis phage SO-1,dsDNA
Escherichia phage SSL-2009a,dsDNA
Escherichia phage YD-2008.s,dsDNA
Pantoea phage vB_PagM_AAM37,dsDNA
Xanthomonas phage vB_XveM_DIBBI,dsDNA
Pantoea phage vB_PagM_PSKM,dsDNA
Ralstonia phage Dina,dsDNA
Microbacterium phage Dismas,dsDNA
Bacillus phage G,dsDNA
Propionibacterium phage B22,dsDNA
Propionibacterium phage Doucette,dsDNA
Propionibacterium phage E6,dsDNA
Propionibacterium phage G4,dsDNA
Streptomyces phage Dubu,dsDNA
Actinomyces phage Av-1,dsDNA
Mycobacterium phage EagleEye,dsDNA
Microbacterium phage Eden,dsDNA
Enterococcus phage vB_EfaS_AL2,dsDNA
Enterococcus phage vB_EfaS_AL3,dsDNA
Enterococcus phage AUEF3,dsDNA
Enterococcus phage Ec-ZZ2,dsDNA
Enterococcus phage IME_EF3,dsDNA
Enterococcus phage IME-EF4,dsDNA
Enterococcus phage EfaCPT1,dsDNA
Enterococcus phage vB_EfaS_IME196,dsDNA
Enterococcus phage LY0322,dsDNA
Enterococcus phage PMBT2,dsDNA
Enterococcus phage SANTOR1,dsDNA
Enterococcus phage phiSHEF2,dsDNA
Enterococcus phage phiSHEF4,dsDNA
Enterococcus phage phiSHEF5,dsDNA
Edwardsiella phage eiAU,dsDNA
Xanthomonas phage phiL7,dsDNA
Flavobacterium phage vB_FspP_elemoA_7-9A,dsDNA
Flavobacterium phage vB_FspP_elemoB_14-3B,dsDNA
Flavobacterium phage vB_FspP_elemoC_14-1A,dsDNA
Flavobacterium phage vB_FspP_elemoD_13-5B,dsDNA
Flavobacterium phage vB_FspP_elemoE_6-9C,dsDNA
Flavobacterium phage vB_FspP_elemoF_6-3D,dsDNA
Microbacterium phage Eleri,dsDNA
Bacillus phage vB_BboS-125,dsDNA
Pseudomonas phage EL,dsDNA
Gordonia phage Cozz,dsDNA
Gordonia phage Emalyn,dsDNA
Gordonia phage GTE2,dsDNA
Gordonia phage Troje,dsDNA
Sinorhizobium phage phiM12,dsDNA
Sinorhizobium phage phiM7,dsDNA
Sinorhizobium phage phiN3,dsDNA
Gordonia phage Emperor,dsDNA
Gordonia phage SallySpecial,dsDNA
Serratia phage BF,dsDNA
Yersinia phage fHe-Yen9-04,dsDNA
Vibrio phage NF,dsDNA
Vibrio phage phiVC8,dsDNA
Vibrio phage VP2,dsDNA
Vibrio phage VP5,dsDNA
Klebsiella phage vB_KvM-Eowyn,dsDNA
Faecalibacterium phage FP_Epona,dsDNA
Gordonia phage EricDab,dsDNA
Erwinia phage vB_EamM_Asesino,dsDNA
Erwinia phage PhiEaH2,dsDNA
Cyanophage MED4-213,dsDNA
Prochlorococcus phage P-HM1,dsDNA
Prochlorococcus phage P-HM1,dsDNA
Gordonia phage Eyre,dsDNA
Gordonia phage Fairfaxidum,dsDNA
Gordonia phage Toast,dsDNA
Gordonia phage William,dsDNA
Arthrobacter phage Faja,dsDNA
Microbacterium vB_MoxS-ISF9,dsDNA
Lactobacillus phage PhiAT3,dsDNA
Erwinia phage vB_EhrS_49,dsDNA
Erwinia phage vB_EhrS_59,dsDNA
Paenibacillus phage PN12,dsDNA
Paenibacillus phage Diva,dsDNA
Paenibacillus phage Eltigre,dsDNA
Paenibacillus phage Fern,dsDNA
Paenibacillus phage HB10c2,dsDNA
Paenibacillus phage Jacopo,dsDNA
Paenibacillus phage Kawika,dsDNA
Paenibacillus phage Leyra,dsDNA
Paenibacillus phage Likha,dsDNA
Paenibacillus phage Lucielle,dsDNA
Paenibacillus phage phiIBB_P123,dsDNA
Paenibacillus phage Pagassa,dsDNA
Paenibacillus phage PBL1c,dsDNA
Paenibacillus phage Rani,dsDNA
Paenibacillus phage Shelly,dsDNA
Paenibacillus phage Sitara,dsDNA
Paenibacillus phage Tadhana,dsDNA
Paenibacillus phage Yyerffej,dsDNA
Aeromonas phage pAEv1810,dsDNA
Aeromonas phage PS1,dsDNA
Staphylococcus phage 2638A,dsDNA
Staphylococcus phage vB_SpsS_QT1,dsDNA
Flavobacterium phage FCL-2,dsDNA
Flavobacterium phage FCV-1,dsDNA
Rhodococcus phage Finch,dsDNA
Flavobacterium phage Fpv1,dsDNA
Flavobacterium phage Fpv4,dsDNA
Ralstonia phage Firinga,dsDNA
Ralstonia phage RSK1,dsDNA
Pseudomonas phage vB_PsyM_KIL4,dsDNA
Pseudomonas phage vB_PsyM_KIL1,dsDNA
Gordonia phage Forza,dsDNA
Mycobacterium phage Fowlmouth,dsDNA
Xanthomonas phage FoX4,dsDNA
Xanthomonas phage FoX1,dsDNA
Xanthomonas phage FoX2,dsDNA
Xanthomonas phage FoX3,dsDNA
Xanthomonas phage FoX5,dsDNA
Colwellia phage 9A,dsDNA
Lactococcus phage CHPC971,dsDNA
Lactococcus phage 1706,dsDNA
Mycobacterium phage Alma,dsDNA
Mycobacterium phage Astro,dsDNA
Mycobacterium phage Bethlehem,dsDNA
Mycobacterium phage BillKnuckles,dsDNA
Mycobacterium phage BPBiebs31,dsDNA
Mycobacterium phage Bruns,dsDNA
Mycobacterium phage Bxb1,dsDNA
Mycobacterium phage Che12,dsDNA
Mycobacterium phage D29,dsDNA
Mycobacterium phage Doom,dsDNA
Mycobacterium phage Euphoria,dsDNA
Mycobacterium phage George,dsDNA
Mycobacterium phage Goose,dsDNA
Mycobacterium phage Jasper,dsDNA
Mycobacterium phage JC27,dsDNA
Mycobacterium phage KBG,dsDNA
Mycobacterium phage KSSJEB,dsDNA
Mycobacterium phage Kugel,dsDNA
Mycobacterium phage L5,dsDNA
Mycobacterium phage Lesedi,dsDNA
Mycobacterium phage Lockley,dsDNA
Mycobacterium phage Marcell,dsDNA
Mycobacterium phage MrGordon,dsDNA
Mycobacterium phage Museum,dsDNA
Mycobacterium phage Nepal,dsDNA
Mycobacterium phage PackMan,dsDNA
Mycobacterium phage Perseus,dsDNA
Mycobacterium phage Rebeuca,dsDNA
Mycobacterium phage RedRock,dsDNA
Mycobacterium phage RidgeCD,dsDNA
Mycobacterium phage Saintus,dsDNA
Mycobacterium phage SkiPole,dsDNA
Mycobacterium phage Solon,dsDNA
Mycobacterium phage Switzer,dsDNA
Mycobacterium phage SWU1,dsDNA
Mycobacterium phage Trixie,dsDNA
Mycobacterium phage Twister,dsDNA
Mycobacterium phage U2,dsDNA
Mycobacterium phage Violet,dsDNA
Microcystis phage LMM01,dsDNA
Microcystis phage MaMV-DC,dsDNA
Mycobacterium phage Gaia,dsDNA
Arthrobacter phage Abidatro,dsDNA
Arthrobacter phage Galaxy,dsDNA
Gordonia phage GAL1,dsDNA
Gordonia phage GMA3,dsDNA
Ralstonia phage Claudette,dsDNA
Ralstonia phage Gervaise,dsDNA
Ralstonia phage GP4,dsDNA
Gordonia phage GMA7,dsDNA
Gordonia phage GTE7,dsDNA
Gordonia phage Ghobes,dsDNA
Mycobacterium phage Giles,dsDNA
Microbacterium phage OneinaGillian,dsDNA
Gordonia phage GMA2,dsDNA
Mycobacterium phage Blinn1,dsDNA
Mycobacterium phage CloudWang3,dsDNA
Mycobacterium phage EricB,dsDNA
Mycobacterium phage Gladiator,dsDNA
Mycobacterium phage Hammer,dsDNA
Mycobacterium phage Jeffabunny,dsDNA
Mycobacterium phage JewelBug,dsDNA
Mycobacterium phage Koko,dsDNA
Mycobacterium phage Priamo,dsDNA
Mycobacterium phage Zaka,dsDNA
Escherichia phage 2H10,dsDNA
Gordonia phage GodonK,dsDNA
Gordonia phage Phendrix,dsDNA
Edwardsiella phage Edno5,dsDNA
Edwardsiella phage GF-2,dsDNA
Microbacterium phage Goodman,dsDNA
Arthrobacter phage CaptnMurica,dsDNA
Arthrobacter phage Gordon,dsDNA
Gordonia phage GordTnk2,dsDNA
Proteus phage vB_PmiS-Isfahan,dsDNA
Gordonia phage Jumbo,dsDNA
Escherichia phage vB_EcoM_Goslar,dsDNA
Gordonia phage GMA5,dsDNA
Gordonia phage GRU3,dsDNA
Gordonia phage Gustav,dsDNA
Gordonia phage Mahdia,dsDNA
Paenibacillus phage C7Cdelta,dsDNA
Paenibacillus phage Halcyone,dsDNA
Paenibacillus phage Scottie,dsDNA
Paenibacillus phage Tripp,dsDNA
Paenibacillus phage Unity,dsDNA
Halomonas phage phiHAP-1,dsDNA
Vibrio phage VP882,dsDNA
Pseudomonas phage Persinger,dsDNA
vB_FspS_hattifnatt9-1,dsDNA
Gordonia phage Hedwig,dsDNA
Lactobacillus phage Lb,dsDNA
Cellulophaga phage phi12:1,dsDNA
Cellulophaga phage phi17:1,dsDNA
Cellulophaga phage phi18:1,dsDNA
Arthrobacter phage Hestia,dsDNA
Pseudomonas phage PPpW-3,dsDNA
Streptomyces phage Hiyaa,dsDNA
Mycobacterium phage DS6A,dsDNA
Pseudomonas phage F116,dsDNA
Pseudomonas phage H66,dsDNA
Salinibacter phage M1EM-1,dsDNA
Salinibacter phage M8CR30-2,dsDNA
Listeria phage LP-110,dsDNA
Listeria phage LP-114,dsDNA
Listeria phage LP-026,dsDNA
Listeria phage LP-037,dsDNA
Listeria phage P70,dsDNA
Gordonia phage Howe,dsDNA
Gordonia phage Mcklovin,dsDNA
Bacillus phage vB_BceS-MY192,dsDNA
Bacillus phage PfEFR-4,dsDNA
Escherichia phage C130_2,dsDNA
Lactobacillus phage iA2,dsDNA
Erwinia phage PhiEaH1,dsDNA
Pseudomonas phage Iggy,dsDNA
Pseudomonas virus PBPA162,dsDNA
Corynebacterium phage phi673,dsDNA
Corynebacterium phage phi674,dsDNA
Microbacterium phage Hamlet,dsDNA
Microbacterium phage Ilzat,dsDNA
Microbacterium phage McGalleon,dsDNA
Microbacterium phage MonChoix,dsDNA
Microbacterium phage Teagan,dsDNA
Flavobacterium phage vB_FspM_immuto_2-6A,dsDNA
Polaribacter phage P12002L,dsDNA
Polaribacter phage P12002S,dsDNA
Mycobacterium phage Indlulamithi,dsDNA
Nonlabens phage P12024S,dsDNA
Nonlabens phage P12024S,dsDNA
Iodobacter phage PhiPLPE,dsDNA
Delftia phage PhiW-14,dsDNA
Arthrobacter phage Isolde,dsDNA
Pseudomonas phage Itty13,dsDNA
Gordonia phage Jace,dsDNA
Bacillus phage BCASJ1c,dsDNA
Arthrobacter phage Adat,dsDNA
Arthrobacter phage Jasmine,dsDNA
Klebsiella phage JD001,dsDNA
Klebsiella phage vB_KpnM_KpV79,dsDNA
Klebsiella phage vB_KpnM_KpV52,dsDNA
Brevibacillus phage Jenst,dsDNA
Brevibacillus phage Jimmer2,dsDNA
Brevibacillus phage Osiris,dsDNA
Escherichia phage ev017,dsDNA
Escherichia phage ev207,dsDNA
Escherichia phage 1H12,dsDNA
Corynebacterium phage Juicebox,dsDNA
Gordonia phage Azula,dsDNA
Gordonia phage Blino,dsDNA
Gordonia phage Frokostdame,dsDNA
Gordonia phage JuJu,dsDNA
Gordonia phage Petra,dsDNA
Gordonia phage Walrus,dsDNA
Lactobacillus phage J-1,dsDNA
Lactobacillus phage LJ,dsDNA
Lactobacillus phage PL-1,dsDNA
Edwardsiella phage KF-1,dsDNA
Salinibacter phage M31CR41-2,dsDNA
Salinibacter phage SRUTV-1,dsDNA
Aeribacillus phage AP45,dsDNA
Arthrobacter phage KellEzio,dsDNA
Arthrobacter phage Kitkat,dsDNA
Burkholderia phage vB_BmuP_KL4,dsDNA
Bacillus phage vB_BcoS-136,dsDNA
Burkholderia phage vB_BceS_KL1,dsDNA
Mycobacterium phage Kimona,dsDNA
Arthrobacter phage vB_ArtM-ArV1,dsDNA
Arthrobacter phage Colucci,dsDNA
Arthrobacter phage DrYang,dsDNA
Arthrobacter phage KBurrousTX,dsDNA
Arthrobacter phage Lymara,dsDNA
Arthrobacter phage PrincessTrina,dsDNA
Rhizobium phage RHEph04,dsDNA
Xanthomonas phage CP1,dsDNA
Pseudomonas phage PMBT14,dsDNA
Pseudomonas phage KPP25,dsDNA
Pseudomonas phage PhiR18,dsDNA
Microbacterium phage Golden,dsDNA
Microbacterium phage Koji,dsDNA
Mycobacterium phage Konstantine,dsDNA
Arthrobacter phage Bennie,dsDNA
Arthrobacter phage BigMack,dsDNA
Arthrobacter phage DrRobert,dsDNA
Arthrobacter phage Gisselle,dsDNA
Arthrobacter phage Glenn,dsDNA
Arthrobacter phage GreenHearts,dsDNA
Arthrobacter phage Greenhouse,dsDNA
Arthrobacter phage HunterDalle,dsDNA
Arthrobacter phage Huntingdon,dsDNA
Arthrobacter phage Joann,dsDNA
Arthrobacter phage Kittykat,dsDNA
Arthrobacter phage Korra,dsDNA
Arthrobacter phage Litotes,dsDNA
Arthrobacter phage MamaPearl,dsDNA
Arthrobacter phage Nubia,dsDNA
Arthrobacter phage Oxynfrius,dsDNA
Arthrobacter phage Preamble,dsDNA
Arthrobacter phage Pumancara,dsDNA
Arthrobacter phage Sergei,dsDNA
Arthrobacter phage Urla,dsDNA
Arthrobacter phage Wawa,dsDNA
Arthrobacter phage Wayne,dsDNA
Mycobacterium phage Bask21,dsDNA
Mycobacterium phage CJW1,dsDNA
Mycobacterium phage Eureka,dsDNA
Mycobacterium phage Kostya,dsDNA
Mycobacterium phage 244,dsDNA
Mycobacterium phage Porky,dsDNA
Mycobacterium phage Pumpkin,dsDNA
Mycobacterium phage SirDuracell,dsDNA
Mycobacterium phage Toto,dsDNA
Anabaena phage A-4L,dsDNA
Microbacterium phage Krampus,dsDNA
Gordonia phage Ashertheman,dsDNA
Gordonia phage Bizzy,dsDNA
Gordonia phage Gaea,dsDNA
Gordonia phage JKSyngboy,dsDNA
Gordonia phage Kroos,dsDNA
Gordonia phage Ribeye,dsDNA
Gordonia phage Tangerine,dsDNA
Gordonia phage YorkOnyx,dsDNA
Pseudomonas phage tf,dsDNA
Salinibacter phage M8CC-19,dsDNA
Salinibacter phage M8CRM-1,dsDNA
Arthrobacter phage Kuleana,dsDNA
Arthrobacter phage Kumotta,dsDNA
Arthrobacter phage MargaretKali,dsDNA
Tenacibaculum phage pT24,dsDNA
Aeromonas phage 2_D05,dsDNA
Aeromonas phage 4_D05,dsDNA
Panteoa phage Kyle,dsDNA
Lactobacillus phage Lc-Nu,dsDNA
Sphingobium phage Lacusarx,dsDNA
Lactobacillus phage LF1,dsDNA
Faecalibacterium phage FP_Lagaffe,dsDNA
Aeromonas phage LAh_6,dsDNA
Aeromonas phage LAh_8,dsDNA
Aeromonas phage LAh_9,dsDNA
Aeromonas phage 4_4572,dsDNA
Escherichia phage DE3,dsDNA
Escherichia phage HK629,dsDNA
Escherichia phage HK630,dsDNA
Escherichia phage Lambda,dsDNA
Enterobacteria phage O276,dsDNA
Gordonia phage Gibbin,dsDNA
Gordonia phage Lambo,dsDNA
Gordonia phage Ranch,dsDNA
Gordonia phage Sadboi,dsDNA
Gordonia phage Yikes,dsDNA
Pseudomonas phage Lana,dsDNA
Lactobacillus phage Lrm1,dsDNA
Arthrobacter phage Laroye,dsDNA
Arthrobacter phage LiSara,dsDNA
Arthrobacter phage Salgado,dsDNA
Arthrobacter phage Wheelbite,dsDNA
Klebsiella phage LASTA,dsDNA
Klebsiella phage SopranoGao,dsDNA
Fusobacterium phage FNU1,dsDNA
Salmonella phage BTP1,dsDNA
Enterobacteria phage HK620,dsDNA
Salmonella phage P22,dsDNA
Salmonella phage SE1Spa,dsDNA
Shigella phage Sf6,dsDNA
Salmonella phage ST64T,dsDNA
Clostridium phage phiCD111,dsDNA
Clostridium phage phiCD146,dsDNA
Clostridium phage phiCD38-2,dsDNA
Eggerthella phage PMBT5,dsDNA
Gordonia phage Ali17,dsDNA
Gordonia phage EMoore,dsDNA
Gordonia phage Leonard,dsDNA
Gordonia phage MelBins,dsDNA
Burkholderia phage Bcep22,dsDNA
