Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Zoerhiza.1_7
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Zoerhiza.2_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Zoerhiza.2_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.3_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.3_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.4_15
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.4_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.4_7
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gephyllon.1_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gephyllon.1_18
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gephyllon.1_15
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gephyllon.1_23
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gephyllon.1_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gephyllon.1_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_41
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_50
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_42
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_8
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.3_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.3_10
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.1_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.1_11
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_10
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_27
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_20
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_32
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_39
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Esthiorhiza.2_4
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage ESO002
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_14
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_10
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_36
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_39
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.1_42
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.2_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.2_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.2_29
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.2_30
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.2_31
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_25
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_27
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_4
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_40
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_46
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_52
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_58
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_56
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Gerhypos.4_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Zoerhiza.1_17
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gredihovirus,,ssRNA phage Zoerhiza.1_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage Gephyllon.1_26
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage Gerhypos.2_27
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage Gerhypos.1_26
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage Zoerhiza.2_27
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage Zoerhiza.4_11
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage SRR6960507_11
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage SRR6960507_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Gulmivirus,,ssRNA phage SRR7976301_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hahkesevirus,,ssRNA phage SRR6960799_36
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Henifovirus,,ssRNA phage SRR7976301_10
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Henifovirus,,ssRNA phage SRR7976310_14
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohltdevirus,,ssRNA phage Gerhypos.1_15
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohltdevirus,,ssRNA phage Esthiorhiza.2_21
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage SRR6255733_4
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Esthiorhiza.1_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Esthiorhiza.1_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Esthiorhiza.3_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage SRR6960549_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gephyllon.1_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gephyllon.1_4
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gephyllon.1_24
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gephyllon.2_8
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gerhypos.1_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gerhypos.1_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gerhypos.2_15
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Zoerhiza.1_25
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Gerhypos.3_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hohrdovirus,,ssRNA phage Zoerhiza.1_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Gephyllon.3_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Gerhypos.4_18
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Gephyllon.4_7
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Gerhypos.4_20
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Gerhypos.4_63
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Gerhypos.4_64
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Zoerhiza.1_13
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Esthiorhiza.1_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huhbevirus,,ssRNA phage Esthiorhiza.2_22
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huohcivirus,,ssRNA phage Gerhypos.1_17
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Huylevirus,,ssRNA phage SRR5467091_10
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hyjrovirus,,ssRNA phage Esthiorhiza.4_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Hylipavirus,,ssRNA phage Gephyllon.2_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Iwahcevirus,,ssRNA phage SRR6960799_32
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Jiforsuvirus,,ssRNA phage SRR5467091_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kecijavirus,,ssRNA phage SRR7976325_26
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kecuhnavirus,,ssRNA phage SRR6960802_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kecuhnavirus,,ssRNA phage SRR7976357_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kecuhnavirus,,ssRNA phage Gerhypos.2_13
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Zoerhiza.3_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Zoerhiza.4_13
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Esthiorhiza.2_13
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Esthiorhiza.4_17
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Esthiorhiza.3_7
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Gephyllon.2_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Gerhypos.4_26
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Gerhypos.4_29
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kehruavirus,,ssRNA phage Esthiorhiza.1_14
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kihsiravirus,,ssRNA phage SRR7976325_28
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kinglevirus,,ssRNA phage SRR5466337_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kyanivirus,,ssRNA phage SRR7976310_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Kyanivirus,,ssRNA phage SRR6960799_40
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Laimuvirus,,ssRNA phage SRR6255733_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lazuovirus,,ssRNA phage Zoerhiza.1_15
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lehptavirus,,ssRNA phage Esthiorhiza.2_17
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lehptavirus,,ssRNA phage Esthiorhiza.2_29
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lehptavirus,,ssRNA phage Gerhypos.1_50
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lehptavirus,,ssRNA phage Gerhypos.4_8
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lehptavirus,,ssRNA phage Zoerhiza.2_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lehptavirus,,ssRNA phage Zoerhiza.1_4
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lihvevirus,,ssRNA phage SRR6960549_9
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Limaivirus,,ssRNA phage SRR5466727_9
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Limaivirus,,ssRNA phage SRR5467090_7
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lomnativirus,,ssRNA phage Gephyllon.3_9
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Loptevirus,,ssRNA phage Gerhypos.4_65
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Loptevirus,,ssRNA phage Zoerhiza.2_17
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Loptevirus,,ssRNA phage SRR6960799_34
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Luloavirus,,ssRNA phage SRR6960551_14
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Luloavirus,,ssRNA phage Gerhypos.4_16
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Luloavirus,,ssRNA phage Zoerhiza.4_10
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Luloavirus,,ssRNA phage Zoerhiza.2_13
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lygehevirus,,ssRNA phage Zoerhiza.4_26
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Lyndovirus,,ssRNA phage SRR6960509_17
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Mahdsavirus,,ssRNA phage SRR6960799_39
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Mahjnavirus,,ssRNA phage SRR7976299_18
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Metsavirus,,ssRNA phage SRR7976325_27
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Milihnovirus,,ssRNA phage Zoerhiza.2_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Minusuvirus,,ssRNA phage Gerhypos.4_7
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Mocruvirus,,ssRNA phage Esthiorhiza.2_34
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Mocruvirus,,ssRNA phage Gephyllon.4_14
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Mocruvirus,,ssRNA phage Esthiorhiza.2_33
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Molucevirus,,ssRNA phage Gerhypos.1_46
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Molucevirus,,ssRNA phage Gerhypos.4_45
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Molucevirus,,ssRNA phage Gerhypos.4_47
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Molucevirus,,ssRNA phage Gerhypos.4_48
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Nehumivirus,,ssRNA phage Gephyllon.1_28
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Nihlwovirus,,ssRNA phage SRR6253161_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Nihlwovirus,,ssRNA phage SRR6255733_5
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Ociwvivirus,,ssRNA phage SRR6960549_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pahspavirus,,ssRNA phage Gerhypos.1_25
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Patimovirus,,ssRNA phage Gerhypos.1_13
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pepusduvirus,,ssRNA phage Zoerhiza.4_25
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Phulihavirus,,ssRNA phage Gerhypos.1_47
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pirifovirus,,ssRNA phage Gerhypos.1_21
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pirifovirus,,ssRNA phage Gerhypos.1_37
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pirifovirus,,ssRNA phage Gerhypos.1_45
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Podtsbuvirus,,ssRNA phage SRR5467091_14
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pohlodivirus,,ssRNA phage Gerhypos.4_11
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psiaduvirus,,ssRNA phage Zoerhiza.2_24
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage SRR5466369_3
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage SRR6050698_2
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage SRR6255513_1
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage SRR6960799_38
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage SRR7976310_15
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage Zoerhiza.2_22
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Psouhdivirus,,ssRNA phage Zoerhiza.3_6
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Puduphavirus,,ssRNA phage Gephyllon.1_20
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pujohnavirus,,ssRNA phage Gephyllon.4_20
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pujohnavirus,,ssRNA phage Gerhypos.2_23
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pujohnavirus,,ssRNA phage Gerhypos.1_27
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pujohnavirus,,ssRNA phage Gerhypos.2_4
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pujohnavirus,,ssRNA phage Gerhypos.4_12
Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Timlovirales,,Steitzviridae,,Pujohnavirus,,ssRNA phage Gerhypos.4_14
